time	V(n004)	V(n007)
5.089118722900319e-004	-2.799811e+000	5.000000e+000
5.089320115578655e-004	-2.803154e+000	5.000000e+000
5.089553798635432e-004	-2.806901e+000	5.000000e+000
5.089834005959709e-004	-2.811318e+000	5.000000e+000
5.090148568653865e-004	-2.816140e+000	5.000000e+000
5.090414801479103e-004	-2.820029e+000	5.000000e+000
5.090707477428936e-004	-2.824089e+000	5.000000e+000
5.091104166108349e-004	-2.829349e+000	5.000000e+000
5.091535746507898e-004	-2.834757e+000	5.000000e+000
5.091964860864365e-004	-2.839758e+000	5.000000e+000
5.092365215625612e-004	-2.844023e+000	5.000000e+000
5.093136527010735e-004	-2.851356e+000	5.000000e+000
5.093948431584680e-004	-2.857819e+000	5.000000e+000
5.095160205150659e-004	-2.865144e+000	5.000000e+000
5.096404227797013e-004	-2.870049e+000	5.000000e+000
5.097658388814283e-004	-2.872125e+000	5.000000e+000
5.098958557742292e-004	-2.871317e+000	5.000000e+000
5.100271396704795e-004	-2.867466e+000	5.000000e+000
5.101720119421167e-004	-2.859692e+000	5.000000e+000
5.103416514728100e-004	-2.845951e+000	5.000000e+000
5.105659185033215e-004	-2.820060e+000	5.000000e+000
5.109116423738394e-004	-2.763033e+000	5.000000e+000
5.115508910679018e-004	-2.619101e+000	5.000000e+000
5.121836595654197e-004	-2.436630e+000	5.000000e+000
5.127567349719615e-004	-2.236402e+000	5.000000e+000
5.134048146673406e-004	-1.978631e+000	5.000000e+000
5.140172427165351e-004	-1.712843e+000	5.000000e+000
5.146410879762862e-004	-1.425449e+000	5.000000e+000
5.154066950185119e-004	-1.060955e+000	5.000000e+000
5.161944674332884e-004	-6.834680e-001	5.000000e+000
5.171279414844694e-004	-2.456905e-001	5.000000e+000
5.180462865606608e-004	1.622205e-001	5.000000e+000
5.190166623145203e-004	5.603933e-001	5.000000e+000
5.196767133551360e-004	8.071793e-001	5.000000e+000
5.201517566062250e-004	9.680254e-001	5.000000e+000
5.206262170575251e-004	1.113463e+000	5.000000e+000
5.211643930482890e-004	1.261084e+000	5.000000e+000
5.217369206002601e-004	1.397368e+000	5.000000e+000
5.224050346647024e-004	1.529142e+000	5.000000e+000
5.231253774929031e-004	1.636996e+000	5.000000e+000
5.240769516781431e-004	1.727631e+000	5.000000e+000
5.251438376656107e-004	1.766485e+000	5.000000e+000
5.262453596113014e-004	1.740017e+000	5.000000e+000
5.273887761990441e-004	1.646742e+000	5.000000e+000
5.286758098122481e-004	1.476454e+000	5.000000e+000
5.298895015234484e-004	1.265147e+000	5.000000e+000
5.310538189576755e-004	1.025238e+000	5.000000e+000
5.323012700353291e-004	7.424374e-001	5.000000e+000
5.335987812134890e-004	4.355585e-001	5.000000e+000
5.349929049824547e-004	1.068352e-001	5.000000e+000
5.363140626943358e-004	-1.928023e-001	5.000000e+000
5.371569924505415e-004	-3.727265e-001	5.000000e+000
5.377134299531129e-004	-4.837704e-001	5.000000e+000
5.381940584296265e-004	-5.736369e-001	5.000000e+000
5.387218737425895e-004	-6.659740e-001	5.000000e+000
5.392335777597500e-004	-7.490819e-001	5.000000e+000
5.397316434152673e-004	-8.230117e-001	5.000000e+000
5.403241725459282e-004	-9.011695e-001	5.000000e+000
5.411156097170714e-004	-9.907021e-001	5.000000e+000
5.418509958595585e-004	-1.057762e+000	5.000000e+000
5.426999805020719e-004	-1.114984e+000	5.000000e+000
5.434870591721963e-004	-1.149025e+000	5.000000e+000
5.443065107568170e-004	-1.164698e+000	5.000000e+000
5.450634019047737e-004	-1.161866e+000	5.000000e+000
5.458114486626217e-004	-1.143053e+000	5.000000e+000
5.464961778372770e-004	-1.112568e+000	5.000000e+000
5.471530273122685e-004	-1.072235e+000	5.000000e+000
5.476678023195724e-004	-1.033880e+000	5.000000e+000
5.479320656863089e-004	-1.011589e+000	5.000000e+000
5.481982746952758e-004	-9.872905e-001	5.000000e+000
5.484631226658111e-004	-9.616477e-001	5.000000e+000
5.487694127892200e-004	-9.301069e-001	5.000000e+000
5.491821140740724e-004	-8.845857e-001	5.000000e+000
5.497854147627818e-004	-8.126527e-001	5.000000e+000
5.505762642883174e-004	-7.104989e-001	5.000000e+000
5.514446682061817e-004	-5.898158e-001	5.000000e+000
5.523593407399852e-004	-4.549882e-001	5.000000e+000
5.534548533211069e-004	-2.873105e-001	5.000000e+000
5.548145042002944e-004	-7.761208e-002	5.000000e+000
5.564022505907557e-004	1.598624e-001	5.000000e+000
5.578608213285411e-004	3.595524e-001	5.000000e+000
5.596583588741303e-004	5.690587e-001	5.000000e+000
5.613879924399936e-004	7.180022e-001	5.000000e+000
5.638193085616377e-004	8.389776e-001	5.000000e+000
5.656765974736836e-004	8.609833e-001	5.000000e+000
5.673806638984648e-004	8.206614e-001	5.000000e+000
5.687658706185169e-004	7.488173e-001	5.000000e+000
5.703105248167669e-004	6.339899e-001	5.000000e+000
5.718355046061280e-004	4.942624e-001	5.000000e+000
5.737674942505681e-004	2.941084e-001	5.000000e+000
5.758149944822523e-004	7.229676e-002	5.000000e+000
5.771984967092459e-004	-7.471216e-002	5.000000e+000
5.785035815834423e-004	-2.022883e-001	5.000000e+000
5.802008112881965e-004	-3.450958e-001	5.000000e+000
5.819342951246005e-004	-4.550987e-001	5.000000e+000
5.843028571225754e-004	-5.440295e-001	5.000000e+000
5.863195264119738e-004	-5.640962e-001	5.000000e+000
5.880512493087644e-004	-5.355536e-001	5.000000e+000
5.895942154364336e-004	-4.777143e-001	5.000000e+000
5.909893225151050e-004	-4.027188e-001	5.000000e+000
5.925302019156319e-004	-3.006436e-001	5.000000e+000
5.944169546858093e-004	-1.600949e-001	5.000000e+000
5.960116288264349e-004	-3.541004e-002	5.000000e+000
5.975207635218545e-004	8.120459e-002	5.000000e+000
5.990050486206768e-004	1.874517e-001	5.000000e+000
6.007597986446676e-004	2.958919e-001	5.000000e+000
6.025051776653444e-004	3.798870e-001	5.000000e+000
6.043308915928077e-004	4.370500e-001	5.000000e+000
6.061620053478832e-004	4.605499e-001	5.000000e+000
6.080510376655334e-004	4.500086e-001	5.000000e+000
6.097976090887801e-004	4.114676e-001	5.000000e+000
6.113679232405648e-004	3.553722e-001	5.000000e+000
6.129745292410483e-004	2.815961e-001	5.000000e+000
6.145900385457559e-004	1.964999e-001	5.000000e+000
6.161691866331283e-004	1.079255e-001	5.000000e+000
6.178171940325432e-004	1.555795e-002	5.000000e+000
6.194430331236449e-004	-7.026900e-002	5.000000e+000
6.209585017400280e-004	-1.408682e-001	5.000000e+000
6.225773659409818e-004	-2.024691e-001	5.000000e+000
6.241674023452987e-004	-2.468453e-001	5.000000e+000
6.256888242979116e-004	-2.723962e-001	5.000000e+000
6.271619448645296e-004	-2.804976e-001	5.000000e+000
6.286528178053451e-004	-2.724097e-001	5.000000e+000
6.301637560233880e-004	-2.496552e-001	5.000000e+000
6.313324703548795e-004	-2.226903e-001	5.000000e+000
6.324197227074621e-004	-1.906869e-001	5.000000e+000
6.335569133764634e-004	-1.518445e-001	5.000000e+000
6.347062886456032e-004	-1.085249e-001	5.000000e+000
6.358860196291749e-004	-6.130515e-002	5.000000e+000
6.370910256187734e-004	-1.186470e-002	5.000000e+000
6.383216616445211e-004	3.813598e-002	5.000000e+000
6.395919312512148e-004	8.739990e-002	5.000000e+000
6.409091536383516e-004	1.341553e-001	5.000000e+000
6.422595617471827e-004	1.757076e-001	5.000000e+000
6.437032782270621e-004	2.114679e-001	5.000000e+000
6.451599589641726e-004	2.370363e-001	5.000000e+000
6.467769230498299e-004	2.523982e-001	5.000000e+000
6.483793787388896e-004	2.537239e-001	5.000000e+000
6.502340325429597e-004	2.407575e-001	5.000000e+000
6.512460840571176e-004	2.269470e-001	5.000000e+000
6.524530805485318e-004	2.038642e-001	5.000000e+000
6.537207054122464e-004	1.746722e-001	5.000000e+000
6.549844639606605e-004	1.414107e-001	5.000000e+000
6.566079178487106e-004	9.512119e-002	5.000000e+000
6.582883789853440e-004	4.608075e-002	5.000000e+000
6.601005249083170e-004	-4.893712e-003	5.000000e+000
6.618159941506175e-004	-4.816395e-002	5.000000e+000
6.635576088230296e-004	-8.427543e-002	5.000000e+000
6.652999669798976e-004	-1.095932e-001	5.000000e+000
6.676247824443380e-004	-1.271078e-001	5.000000e+000
6.694199954339229e-004	-1.277461e-001	5.000000e+000
6.711365319140955e-004	-1.175367e-001	5.000000e+000
6.721656598858414e-004	-1.065308e-001	5.000000e+000
6.733556060744965e-004	-8.944397e-002	5.000000e+000
6.745408489450946e-004	-6.930216e-002	5.000000e+000
6.757226476335780e-004	-4.663214e-002	5.000000e+000
6.773194978105685e-004	-1.369709e-002	5.000000e+000
6.789363630471387e-004	2.040711e-002	5.000000e+000
6.805127047314841e-004	5.255099e-002	5.000000e+000
6.822970020688726e-004	8.523328e-002	5.000000e+000
6.842719407009720e-004	1.149287e-001	5.000000e+000
6.860760333795928e-004	1.343042e-001	5.000000e+000
6.878898396114906e-004	1.449404e-001	5.000000e+000
6.896889496544204e-004	1.464842e-001	5.000000e+000
6.915785384664889e-004	1.397268e-001	5.000000e+000
6.927385690955587e-004	1.312642e-001	5.000000e+000
6.940381013173394e-004	1.180245e-001	5.000000e+000
6.951832014742554e-004	1.040685e-001	5.000000e+000
6.963196836471401e-004	8.841971e-002	5.000000e+000
6.977010216591673e-004	6.797436e-002	5.000000e+000
6.990923634963263e-004	4.684786e-002	5.000000e+000
7.011050183565302e-004	1.703815e-002	5.000000e+000
7.027593995870259e-004	-5.253166e-003	5.000000e+000
7.045574926846805e-004	-2.557605e-002	5.000000e+000
7.062239658757682e-004	-3.966339e-002	5.000000e+000
7.080749124942921e-004	-4.926417e-002	5.000000e+000
7.097487573171970e-004	-5.213578e-002	5.000000e+000
7.115809470243645e-004	-4.937551e-002	5.000000e+000
7.128141978024454e-004	-4.411088e-002	5.000000e+000
7.141543538807606e-004	-3.543022e-002	5.000000e+000
7.151668616113797e-004	-2.726522e-002	5.000000e+000
7.162475081157407e-004	-1.717587e-002	5.000000e+000
7.174493999356201e-004	-4.889562e-003	5.000000e+000
7.185637931521511e-004	7.154790e-003	5.000000e+000
7.200740298341055e-004	2.379080e-002	5.000000e+000
7.214956881925021e-004	3.898715e-002	5.000000e+000
7.232921185375585e-004	5.649143e-002	5.000000e+000
7.252121180887237e-004	7.197993e-002	5.000000e+000
7.273400849139783e-004	8.427192e-002	5.000000e+000
7.292650725458324e-004	9.011344e-002	5.000000e+000
7.313686962636477e-004	9.085153e-002	5.000000e+000
7.327904662909744e-004	8.794159e-002	5.000000e+000
7.343575508133404e-004	8.167147e-002	5.000000e+000
7.355235990365954e-004	7.534350e-002	5.000000e+000
7.368090328053051e-004	6.695256e-002	5.000000e+000
7.379248331384643e-004	5.884845e-002	5.000000e+000
7.390441192123850e-004	5.017492e-002	5.000000e+000
7.403429369336768e-004	3.984409e-002	5.000000e+000
7.415403705116776e-004	3.042667e-002	5.000000e+000
7.430225885531095e-004	1.935576e-002	5.000000e+000
7.444573467263643e-004	9.720808e-003	5.000000e+000
7.460791108640650e-004	5.583441e-004	5.000000e+000
7.475490943048113e-004	-5.778261e-003	5.000000e+000
7.491499464132026e-004	-1.032204e-002	5.000000e+000
7.504910148301873e-004	-1.211399e-002	5.000000e+000
7.518967310821882e-004	-1.198373e-002	5.000000e+000
7.530688238696331e-004	-1.038130e-002	5.000000e+000
7.542828455089757e-004	-7.365887e-003	5.000000e+000
7.553348817189135e-004	-3.780572e-003	5.000000e+000
7.564107449821656e-004	7.072363e-004	5.000000e+000
7.573709155893209e-004	5.280504e-003	5.000000e+000
7.583437323889819e-004	1.035402e-002	5.000000e+000
7.593024071170932e-004	1.564773e-002	5.000000e+000
7.601876762034320e-004	2.069698e-002	5.000000e+000
7.611257468476350e-004	2.610498e-002	5.000000e+000
7.620136077090213e-004	3.117348e-002	5.000000e+000
7.629582172920364e-004	3.640984e-002	5.000000e+000
7.638836478077339e-004	4.128590e-002	5.000000e+000
7.648446099749342e-004	4.598467e-002	5.000000e+000
7.658132487029449e-004	5.026300e-002	5.000000e+000
7.667756784465839e-004	5.397383e-002	5.000000e+000
7.677657750053137e-004	5.717519e-002	5.000000e+000
7.686980461322059e-004	5.958185e-002	5.000000e+000
7.695515827954744e-004	6.121601e-002	5.000000e+000
7.704134831599237e-004	6.230448e-002	5.000000e+000
7.712258294302500e-004	6.282169e-002	5.000000e+000
7.719962632417439e-004	6.284729e-002	5.000000e+000
7.727596701722022e-004	6.244456e-002	5.000000e+000
7.734627685198060e-004	6.170746e-002	5.000000e+000
7.741638882975215e-004	6.063829e-002	5.000000e+000
7.748136366012917e-004	5.936867e-002	5.000000e+000
7.754538822459715e-004	5.787103e-002	5.000000e+000
7.760550224222454e-004	5.626113e-002	5.000000e+000
7.766416278166006e-004	5.451566e-002	5.000000e+000
7.771972041687806e-004	5.271995e-002	5.000000e+000
7.777369976041294e-004	5.085680e-002	5.000000e+000
7.782506596941221e-004	4.898928e-002	5.000000e+000
7.787484671936158e-004	4.710374e-002	5.000000e+000
7.792237093244427e-004	4.524550e-002	5.000000e+000
7.796833013928133e-004	4.340461e-002	5.000000e+000
7.801231980446132e-004	4.161130e-002	5.000000e+000
7.809552345649258e-004	3.816644e-002	5.000000e+000
7.817257604790222e-004	3.495653e-002	5.000000e+000
7.824408003959836e-004	3.200113e-002	5.000000e+000
7.827794698923398e-004	3.061966e-002	5.000000e+000
7.834223329525982e-004	2.804600e-002	5.000000e+000
7.840239417975098e-004	2.571291e-002	5.000000e+000
7.845888006351997e-004	2.360555e-002	5.000000e+000
7.853743232936255e-004	2.083619e-002	5.000000e+000
7.860909897321162e-004	1.849988e-002	5.000000e+000
7.867033493125022e-004	1.664269e-002	5.000000e+000
7.873157088928884e-004	1.497353e-002	5.000000e+000
7.879280684732745e-004	1.349242e-002	5.000000e+000
7.885404280536606e-004	1.219934e-002	5.000000e+000
7.891527876340466e-004	1.109430e-002	5.000000e+000
7.897651472144328e-004	1.017729e-002	5.000000e+000
7.903775067948189e-004	9.448323e-003	5.000000e+000
7.907976583220649e-004	9.080066e-003	5.000000e+000
7.912178098493110e-004	8.807188e-003	5.000000e+000
7.916379613765570e-004	8.629691e-003	5.000000e+000
7.920581129038032e-004	8.547575e-003	5.000000e+000
7.924782644310492e-004	8.560839e-003	5.000000e+000
7.928984159582953e-004	8.669483e-003	5.000000e+000
7.933185674855413e-004	8.873508e-003	5.000000e+000
7.935161038655767e-004	9.000230e-003	5.000000e+000
7.937136402456120e-004	9.145961e-003	5.000000e+000
7.939111766256474e-004	9.310702e-003	5.000000e+000
7.941087130056827e-004	9.494453e-003	5.000000e+000
7.943062493857181e-004	9.697213e-003	5.000000e+000
7.945037857657534e-004	9.918983e-003	5.000000e+000
7.947013221457888e-004	1.015976e-002	5.000000e+000
7.949180182278015e-004	1.044489e-002	5.000000e+000
7.951347143098141e-004	1.074983e-002	5.000000e+000
7.953514103918268e-004	1.107459e-002	5.000000e+000
7.955681064738395e-004	1.141918e-002	5.000000e+000
7.957848025558522e-004	1.178358e-002	5.000000e+000
7.960014986378648e-004	1.216781e-002	5.000000e+000
7.962181947198775e-004	1.257186e-002	5.000000e+000
7.964223048601563e-004	1.296874e-002	5.000000e+000
7.966264150004351e-004	1.337974e-002	5.000000e+000
7.968305251407139e-004	1.380483e-002	5.000000e+000
7.970346352809928e-004	1.424403e-002	5.000000e+000
7.972387454212716e-004	1.469734e-002	5.000000e+000
7.974428555615504e-004	1.516475e-002	5.000000e+000
7.976469657018292e-004	1.564626e-002	5.000000e+000
7.979345301371130e-004	1.634728e-002	5.000000e+000
7.982220945723967e-004	1.706690e-002	5.000000e+000
7.985096590076804e-004	1.780512e-002	5.000000e+000
7.987972234429641e-004	1.856194e-002	5.000000e+000
7.990847878782478e-004	1.933736e-002	5.000000e+000
7.993723523135316e-004	2.013138e-002	5.000000e+000
7.996599167488153e-004	2.094400e-002	5.000000e+000
8.000517557297244e-004	2.207604e-002	5.000000e+000
8.004435947106336e-004	2.321655e-002	5.000000e+000
8.008354336915427e-004	2.436554e-002	5.000000e+000
8.012272726724520e-004	2.552301e-002	5.000000e+000
8.016191116533611e-004	2.668896e-002	5.000000e+000
8.020109506342702e-004	2.786339e-002	5.000000e+000
8.024027896151794e-004	2.904629e-002	5.000000e+000
8.027009559539025e-004	2.993808e-002	5.000000e+000
8.029991222926256e-004	3.081991e-002	5.000000e+000
8.032972886313487e-004	3.169178e-002	5.000000e+000
8.035954549700718e-004	3.255369e-002	5.000000e+000
8.038936213087949e-004	3.340563e-002	5.000000e+000
8.041917876475180e-004	3.424762e-002	5.000000e+000
8.044899539862411e-004	3.507965e-002	5.000000e+000
8.051183840886299e-004	3.677057e-002	5.000000e+000
8.057739503440773e-004	3.844448e-002	5.000000e+000
8.062267119752143e-004	3.953915e-002	5.000000e+000
8.066925589133121e-004	4.060759e-002	5.000000e+000
8.071720039639983e-004	4.164116e-002	5.000000e+000
8.074170476454169e-004	4.214208e-002	5.000000e+000
8.076656484052885e-004	4.263060e-002	5.000000e+000
8.079180568149796e-004	4.310577e-002	5.000000e+000
8.081741842086347e-004	4.356594e-002	5.000000e+000
8.086983908132050e-004	4.443644e-002	5.000000e+000
8.092391534280367e-004	4.523061e-002	5.000000e+000
8.097974821336321e-004	4.593618e-002	5.000000e+000
8.103745315911414e-004	4.654004e-002	5.000000e+000
8.109716220530602e-004	4.702827e-002	5.000000e+000
8.115902621707173e-004	4.738609e-002	5.000000e+000
8.122321740339654e-004	4.759792e-002	5.000000e+000
8.125627031462580e-004	4.764402e-002	5.000000e+000
8.128993191589339e-004	4.764739e-002	5.000000e+000
8.132433250446659e-004	4.760588e-002	5.000000e+000
8.135939053841494e-004	4.751747e-002	5.000000e+000
8.139526002644464e-004	4.737966e-002	5.000000e+000
8.143184205956869e-004	4.719077e-002	5.000000e+000
8.146931931770951e-004	4.694785e-002	5.000000e+000
8.150757289281597e-004	4.664978e-002	5.000000e+000
8.154681803758393e-004	4.629310e-002	5.000000e+000
8.158691140653328e-004	4.587749e-002	5.000000e+000
8.162810560709207e-004	4.539889e-002	5.000000e+000
8.167022883326456e-004	4.485814e-002	5.000000e+000
8.171357564157306e-004	4.425062e-002	5.000000e+000
8.175794207232058e-004	4.357867e-002	5.000000e+000
8.180365812547374e-004	4.283723e-002	5.000000e+000
8.185046451650215e-004	4.203106e-002	5.000000e+000
8.189872817240601e-004	4.115504e-002	5.000000e+000
8.194813641067885e-004	4.021684e-002	5.000000e+000
8.199908942460047e-004	3.921178e-002	5.000000e+000
8.205123129030958e-004	3.815077e-002	5.000000e+000
8.210498664732029e-004	3.703016e-002	5.000000e+000
8.215997298410444e-004	3.586410e-002	5.000000e+000
8.221662083401931e-004	3.465085e-002	5.000000e+000
8.227454943820438e-004	3.340727e-002	5.000000e+000
