Frequency (Hz),Channel 2 Magnitude (dB),Channel 2 Phase (°)
3743.9349771413031,-53.310551937714365,-9.6850783198527353
3790.8539703064253,-53.608271127990712,-8.9564065294157444
3838.3609522942879,-54.100557226554329,-9.0747878715748307
3886.4632917808281,-54.44932375610535,-8.8163817389735186
3935.1684497862143,-54.784943175109163,-10.61390468866972
3984.4839808321358,-55.360770263972363,-10.342754622997447
4034.417534113541,-55.898802253294775,-9.2729786607773406
4084.9768546850896,-56.276621512056487,-8.5166965990818682
4136.169784662472,-56.98162513958998,-9.018984765735695
4188.0042644387577,-57.608756034201306,-9.0273360494903514
4240.4883339160378,-58.51047435327861,-9.9615369166558239
4293.630133752451,-59.209504069918133,-11.004117872820586
4347.4379066248603,-60.339441378794305,-7.0028639809800666
4401.9199985073665,-60.956882407627845,-8.8747767918680438
4457.0848599657993,-62.255100683881885,-7.8258797695935414
4512.9410474684946,-63.469891832178369,-12.10427051375606
4569.4972247134447,-65.246255338263126,-11.738962311866914
4626.762163972111,-67.288842846806432,-6.080495998906116
4684.7447474500441,-69.901386930468973,-5.884335359561419
4743.4539686646076,-74.919466204590577,4.1943687031918842
4802.8989338399379,-83.34599483640055,16.308121035716972
4863.0888633193408,-79.433056213157357,168.36831894749861
4924.0330929954926,-73.312724925549361,156.79900845269412
4985.7410757584512,-68.51170987665941,163.2659609449737
5048.2223829619252,-66.61638529708874,163.49797554529403
5111.4867059077924,-64.890376484164833,165.74685363838677
5175.5438573493584,-62.481240609399897,162.13164013456094
5240.4037730133241,-61.102899040693202,164.62395395421379
5306.0765131409444,-59.774285511401104,164.57343292803918
5372.5722640483909,-58.524906735224292,167.54413809895323
5439.9013397067783,-57.907650144241018,164.01824098011804
5508.0741833418761,-56.737512894261812,164.55867527702978
5577.1013690539903,-55.749554692761627,166.44208890970205
5646.9936034580251,-55.096592541642622,165.50091198071365
5717.7617273442102,-54.441235677704469,164.81406078529778
5789.4167173595242,-53.645964190628447,165.33916009134282
5861.9696877103243,-53.016490266956978,164.69235220663361
5935.4318918861636,-52.311219103008611,165.37937664552422
6009.8147244053634,-51.883963034775135,163.19964555799635
6085.1297225823128,-51.291441870532353,164.04890193998739
6161.3885683170593,-50.649042568696352,164.54180089664118
6238.6030899071893,-50.279250404909263,163.34723550212169
6316.7852638825461,-49.807558407920396,164.4584618198102
6395.9472168628135,-49.409941014465375,163.93212061933573
6476.101227438503,-48.96542221348323,162.9863606864829
6557.2597280753998,-48.572139138339772,163.17767459547309
6639.4353070429661,-48.191823545564617,162.88140644277689
6722.6407103668416,-47.920354796090976,163.00319850311888
6806.8888438058812,-47.53482678206715,162.86871401082564
6892.1927748538847,-47.196157183333476,162.21558166119405
6978.5657347665056,-46.810282303293384,162.6094326379544
7066.0211206134763,-46.413744936435975,162.10218848801546
7154.5724973566194,-46.10611757064305,161.6894830602829
7244.2335999538582,-45.908321910737655,161.88501878655526
7335.018335489598,-45.625423449590265,162.14752165713176
7426.9407853318426,-45.28647651927416,161.39950072023339
7520.0152073162808,-45.07662135876096,161.40134291854116
7614.2560379578181,-44.885148581939887,161.37645659992864
7709.6778946897457,-44.617051024247161,161.26115167033902
7806.2955781310429,-44.387352827840118,161.23652052017988
7904.1240743820463,-44.30362977854584,160.57798921574735
8003.1785573488869,-44.007631664342703,160.28774587649724
8103.4743910971092,-43.812316206104938,160.65875450811905
8205.0271322347053,-43.736258494003735,160.31722257903945
8307.8525323250997,-43.506444305791462,160.49950835121217
8411.9665403302915,-43.446763745972873,159.87355558498322
8517.385305084681,-43.242198029804335,159.76273895541499
8624.1251777998659,-43.191657783753961,160.23857603482423
8732.2027146008131,-43.159248424913812,159.77501272068008
8841.6346790938696,-43.059717846552907,159.35832373009504
8952.4380449668697,-43.02798427725498,159.95942568350813
9064.6299986219237,-43.043429982881008,159.80575791044711
9178.2279418411345,-43.012060653818203,159.71526215921079
9293.2494944857226,-42.994397098275073,159.99906865047055
9409.7124972290294,-43.026088881839812,160.02526935079118
9527.6350143236923,-43.191337207461501,160.32823679169587
9647.0353364035745,-43.339576982663473,160.88540779528807
9767.9319833207846,-43.425985446845388,161.21708660612217
9890.3437070181681,-43.784911632753911,162.12158905346297
10014.289494437973,-43.92766869351918,162.67665514078425
10139.788570466751,-44.275435544637602,163.38995556591718
10266.860400917401,-44.542600942497998,165.20405128639374
10395.524695548311,-45.08293534550922,166.1537034442311
10525.801411120639,-45.642725662082626,168.83756387781179
10657.710754493603,-46.267755452147021,172.5483999745922
10791.273185758839,-47.052861717264925,176.35383260874096
10926.509421413808,-47.848699382991519,-177.81750778068789
11063.440437575162,-48.790285185253488,-169.96214450499485
11202.087473232188,-49.590919794678939,-158.12263084515456
11342.472033541258,-50.040527984089856,-143.1507292213208
11484.615893161284,-49.876957956449957,-127.81902294267667
11628.541099631289,-48.809880302478597,-110.17194452625552
11774.26997678997,-47.197392770731511,-96.934123383534143
11921.825128238452,-45.395759698270375,-86.989134257166995
12071.229440846113,-43.488804140383451,-80.491144332779413
12222.50608830065,-41.767728848688449,-75.415644629844891
12375.678534702347,-40.074180245043898,-72.073962889219047
12530.770538203657,-38.582917926224674,-69.581951871032913
12687.806154694146,-37.105027913840267,-67.905922952272121
12846.809741531824,-35.706620851948031,-66.599777414018931
13007.805961321081,-34.429218349395668,-65.715505966265965
13170.819785738115,-33.183233764649643,-65.158618850057451
13335.876499404098,-31.965094808063515,-65.004962408687007
13503.001703807151,-30.820236345003043,-65.036094129696522
13672.221321273184,-29.697812285114665,-65.159120229469721
13843.561598986731,-28.590739505117533,-65.580242394459304
14017.049113062036,-27.524545587042532,-66.075658924099471
14192.710772665188,-26.503579901156211,-66.649334745602488
14370.573824187977,-25.491327270392961,-67.381920078494886
14550.665855473944,-24.484683448087999,-68.201082133143004
14733.014800097513,-23.507767616514364,-69.101811405337742
14917.648941696634,-22.537158564810102,-70.197507379276828
15104.596918359835,-21.57209246725732,-71.36220694929213
15293.887727068164,-20.630899412032925,-72.656386293865467
15485.550728192815,-19.682594345197636,-74.054390015103749
15679.615650049185,-18.75065956255602,-75.5687195313877
15876.112593507887,-17.824976206842166,-77.184456052320584
16075.072036663682,-16.898964831015128,-79.006739008317822
16276.524839562773,-15.982055509939105,-80.939962955646564
16480.502248989498,-15.067068706609557,-82.992353092201853
16687.035903312884,-14.154763580514151,-85.252188384484043
16896.157837393985,-13.249779238364949,-87.65589972398638
17107.900487554769,-12.348691809564878,-90.301792419784078
17322.296696609144,-11.451626433880177,-93.104629218006409
17539.379718957192,-10.564671482733921,-96.180288851031833
17759.183225743152,-9.687658309243778,-99.478428811963511
17981.741310077996,-8.8238252586896344,-103.0278697831082
18207.088492327613,-7.9794720983599019,-106.88560145590442
18435.259725467069,-7.1593330163461557,-111.00278228731759
18666.290400502166,-6.3669223001784072,-115.42051244960757
18900.216351958748,-5.6094019042116008,-120.12073478656947
19137.073863440946,-4.897234126568649,-125.09226346834399
19376.899673259064,-4.2360432163483415,-130.29905422979391
19619.730980127813,-3.6338264680560206,-135.70868169961619
19865.605448936323,-3.0971311963775303,-141.25975350643654
20114.561216589987,-2.6257768588580821,-146.88577189264996
20366.636897926019,-2.2213879634112006,-152.52291310133174
20621.871591702649,-1.8834972184063961,-158.09727380296559
20880.30488666386,-1.6079370601880045,-163.56809503424211
21141.976867679685,-1.389086569262548,-168.86467449136256
21406.92812196384,-1.2180392947385936,-173.94832278453418
21675.199745368885,-1.0894083438972313,-178.82857641095191
21946.833348760742,-0.99467538176342341,176.55389647300768
22221.871064472565,-0.92758953952523804,172.17021454312081
22500.355552840028,-0.88029250672753345,168.01443176617906
22782.330008818051,-0.8507626929364559,164.08504750695772
23067.838168680766,-0.83228707132829749,160.37530535143276
23356.924316805307,-0.82169138639854966,156.85845605466639
23649.633292540573,-0.81607914119770464,153.52485645672442
23946.010497162231,-0.81348979162247703,150.35568980125407
24246.101900914695,-0.81284011173873383,147.33144109723636
24549.954050141521,-0.81118921203125482,144.43892724522581
24857.614074505032,-0.80891108398791722,141.66454829175282
25169.129694296447,-0.80458819942784943,139.01279318345678
25484.549227837735,-0.79898195687670559,136.44222972164917
25803.921598976005,-0.79199266239682697,133.95104691197591
26127.296344672086,-0.78131738306367648,131.55695818128791
26454.723622683952,-0.76907482603659938,129.22412075860001
26786.254219346618,-0.75652846338731949,126.9428161822469
27121.939557449481,-0.74084702124321145,124.7282074455957
27461.831704212262,-0.72324480123532431,122.55863860410538
27805.983379361154,-0.70487391599520222,120.43401430038875
28154.447963305902,-0.68492861069108102,118.36089866901
28507.279505419603,-0.66421407505378782,116.31382865652768
28864.532732422031,-0.64318583488805159,114.30999489150412
29226.263056868269,-0.6211575830866406,112.33319247716133
29592.526585743533,-0.59920872898096789,110.390539742982
29963.38012916574,-0.57690374819410639,108.47828443123518
30338.881209197258,-0.55607546587997148,106.58658843144759
30719.088068766883,-0.53408166198183271,104.706056082949
31104.059680703846,-0.51335093794497633,102.88614863455336
31493.855756884863,-0.49331028676296473,101.06607949332476
31888.536757495855,-0.47496356836794928,99.270715217277171
32288.163900409847,-0.45577204477294742,97.499512953662617
32692.799170682192,-0.44068682366042322,95.755021064152956
33102.505330165019,-0.42571525552675654,94.032412454149437
33517.345927241928,-0.41300434302719158,92.322547796227923
33937.385306684904,-0.40022349342268199,90.644168791391564
34362.688619634624,-0.39149587432767585,88.977756168041267
34793.321833705792,-0.37997510016227709,87.332476124613052
35229.351743219362,-0.37310819735753781,85.722099027892455
35670.845979562611,-0.36688872169623404,84.123348926589713
36117.873021679457,-0.36255500965701243,82.539295609781504
36570.502206691868,-0.35960852735821691,80.976232775482856
37028.803740654672,-0.35913603807677397,79.449115886288197
37492.848709444974,-0.35996038301646804,77.936665923518333
37962.709089788063,-0.36184915141562735,76.452038550400104
38438.457760421596,-0.36342918968539079,74.96259008626086
38920.168513399498,-0.37072808205628238,73.520323048363537
39407.916065537785,-0.37740536916764678,72.092295246726223
39901.776070003601,-0.38566413131111654,70.687751013080245
40401.825128049531,-0.39520431729803185,69.327699892703166
40908.14080089514,-0.40387250480076015,67.94844939051336
41420.801621757091,-0.41836069006880572,66.615251045221896
41939.887108030431,-0.42999375176589216,65.298046173682209
42465.477773622115,-0.44444324229882659,63.994152866008562
42997.65514143942,-0.46425429838973142,62.717341597629002
43536.501756034726,-0.47656375557476982,61.489254983541628
44082.101196408657,-0.49420861918955372,60.220983711138388
44634.538088973946,-0.50693298699637945,59.025399155052895
45193.898120681566,-0.52818087777079736,57.799403096381184
45760.268052311236,-0.54796069272206882,56.65799790706626
46333.7357319289,-0.56702548863899793,55.518635183384227
46914.390108512343,-0.58747103240042076,54.39102238063424
47502.321245748033,-0.61221371943798708,53.291391122726935
48097.620336000538,-0.62562564087835126,52.211971257291623
48700.379714457093,-0.6469625017218571,51.091959754717905
49310.692873449574,-0.6741990525041377,50.036136965515695
49928.654476955671,-0.69465695006485983,49.014586607924116
50554.360375282129,-0.71889439783976861,47.981470576999016
51187.907619931699,-0.7393493913980842,46.987408812566933
51829.394478656563,-0.76182459456407803,46.008574793761781
52478.920450700381,-0.78604109786295051,45.022551287692636
53136.586282231307,-0.80879086798036881,44.069900352854731
53802.493981968553,-0.8336269274959951,43.141558487973512
54476.746837004517,-0.85565730447656163,42.229646142467956
55159.449428825486,-0.87875610036646479,41.322179520561122
55850.707649532917,-0.90135813385127639,40.435363358678686
56550.628718268083,-0.92385245102305813,39.557873368579067
57259.321197842539,-0.94542988390873473,38.680324030434335
57976.895011576991,-0.9682049629710916,37.857415505987134
58703.461460351231,-0.99083995200020225,37.01953981880672
59439.133239867639,-1.0154291611176314,36.185561622110754
60184.024458131156,-1.03663635666405,35.383771920287415
60938.250653148236,-1.0567031752952112,34.574722389867105
61701.928810847625,-1.0791441147001923,33.79929078058408
62475.177383225746,-1.1001303142988268,33.02419163431825
63258.116306719443,-1.1206215170417864,32.264066303282675
64050.867020808961,-1.1386673314136579,31.516675191803358
64853.552486854147,-1.1607959745828702,30.785487107114534
65666.297207166572,-1.1804384341523491,30.062171885134831
66489.22724432082,-1.2001587319695244,29.335017876176281
67322.470240707611,-1.2179466647348347,28.621186255308885
68166.155438332164,-1.2362338319699546,27.924340539261504
69020.413698860473,-1.2558849842627255,27.223696908514611
69885.377523916919,-1.2727403129984061,26.545636914632929
70761.181075636283,-1.2926577926348393,25.871700282741905
71647.960197473178,-1.30873554739133,25.214448987564268
72545.852435272405,-1.3243474089570255,24.557769306328609
73454.997058603301,-1.3422084235568987,23.913197018143677
74375.535082361472,-1.3606598203454523,23.264647804075999
75307.609288641135,-1.3742637324860931,22.634443427972968
76251.364248881771,-1.3903275906306165,22.002452988151386
77206.946346292098,-1.4044588148580073,21.390723342874296
78174.503798555234,-1.4182449753636339,20.774452653557063
79154.186680818268,-1.4325804886809834,20.173088664296571
80146.146948970112,-1.4456318920226425,19.583539399614438
81150.538463210818,-1.4594201477289734,18.979634258770822
82167.517011916454,-1.4727340431930822,18.392789169252723
83197.240335803042,-1.4861103440600991,17.810392919642581
84239.868152393276,-1.4982122112800118,17.232126955769303
85295.562180789784,-1.5092517579229479,16.663091165194771
86364.486166759089,-1.5200104285468272,16.096197917802865
87446.80590812958,-1.5330128771699143,15.537854958395087
88542.689280508057,-1.5426996008803231,14.972893532858805
89652.306263318358,-1.5495454206366936,14.423601635682985
90775.828966166664,-1.5624631480923075,13.863925569232237
91913.431655536566,-1.5707220641077566,13.327181737577881
93065.290781819233,-1.5792879850034978,12.782368406243044
94231.585006682188,-1.5889465013108173,12.257544566949804
95412.495230780944,-1.596598645963228,11.714239346239381
96608.204621818106,-1.6032506532425159,11.185201499995344
97818.89864295382,-1.6099725559092481,10.652661754887021
99044.765081572623,-1.6180064151884519,10.138818798960219
100285.99407841054,-1.6242412916631563,9.6238414761218394
101542.7781570473,-1.6298704425584618,9.096816388145637
102815.31225376812,-1.6351027992956333,8.5884204960481725
104103.79374779981,-1.6420337582482014,8.0756189812525747
105408.42249192556,-1.6468059862059345,7.5558649356047809
106729.40084348373,-1.6509186186489173,7.0433332024878155
108066.93369575475,-1.656149080887215,6.5551452738827152
109421.22850974173,-1.6582488502059682,6.0479664302944638
110792.49534634898,-1.6610711140132937,5.5304210577986019
112180.9468989642,-1.6638442455255893,5.0310010372048168
113586.7985264485,-1.6670304246292025,4.5290884412947463
115010.26828654029,-1.6692084823309963,4.0340379205767078
116451.57696967758,-1.6713108622262951,3.5426494258252816
117910.94813324408,-1.6712038561590459,3.0287598144267633
119388.60813624473,-1.672292819928078,2.531312779251067
120884.78617441541,-1.6738289256429142,2.0435110911801218
122399.71431577309,-1.673193206321363,1.5504668978624139
123933.62753661106,-1.6747055902764747,1.061513486213336
125486.76375794552,-1.6721147867325035,0.56263506988094036
127059.36388241884,-1.6720468201432412,0.074111087840122991
128651.67183166531,-1.6688228318742426,-0.42774729393417488
130263.93458414517,-1.6677909465101868,-0.92346525670026836
131896.40221345273,-1.6665795343868792,-1.422069921706246
133549.32792710455,-1.6609380000500975,-1.918526285194929
135222.96810581381,-1.6578614964933494,-2.4163953239280715
136917.58234325674,-1.6572677551571966,-2.8933682951927295
138633.4334863376,-1.6522007334409408,-3.4019641755164542
140370.78767595804,-1.6471338901788144,-3.8933350941294265
142129.91438829747,-1.6430885886448834,-4.3945174243513208
143911.08647661077,-1.6371869058369195,-4.9033761945257979
145714.58021354987,-1.6319798749056065,-5.3985685986736023
147540.67533401545,-1.6249942700347688,-5.8979193163581414
149389.65507854617,-1.6185141696443606,-6.4147687890076028
151261.80623725094,-1.6085516424884849,-6.9142501759845914
153157.41919429234,-1.6029736500854519,-7.4291679338086141
155076.78797292738,-1.5946829660263975,-7.939030161540046
157020.21028111255,-1.5865159870702941,-8.4390924940276477
158987.98755768023,-1.5773688288487295,-8.9763473873225692
160980.42501909449,-1.5676637842674432,-9.4918321283207518
162997.83170679197,-1.5578232593372963,-10.014626865993261
165040.52053511672,-1.5463946651573632,-10.537297942945685
167108.80833985526,-1.5354877171571402,-11.058736787396597
169203.01592738021,-1.5247156390775345,-11.598032259654197
171323.46812440973,-1.5115002491435554,-12.126545257727233
173470.49382839032,-1.4973044145019543,-12.659708202800061
175644.42605851128,-1.4859499967239296,-13.210515574403161
177845.60200735836,-1.4704639804288471,-13.750242388829829
180074.36309321504,-1.4541395210116668,-14.306203682248595
182331.05501301851,-1.4407528394011628,-14.858353326446462
184616.02779598002,-1.4261321616111977,-15.400618592055736
186929.63585787683,-1.4101157216246454,-15.975271894550389
189272.23805602489,-1.3939592186041727,-16.544252136025733
191644.19774493991,-1.3760406376277665,-17.114862799784877
194045.8828326964,-1.3599864991575767,-17.687762672345002
196477.66583799294,-1.3382725117849559,-18.281390910509941
198939.92394793237,-1.3177772342790295,-18.868329070007277
201433.03907652633,-1.2991733717289147,-19.47868317044842
203957.39792393285,-1.2766412007186914,-20.070600886057534
206513.39203643639,-1.254351231286575,-20.671923343780662
209101.41786717938,-1.2308297918351667,-21.304478317963998
211721.87683765506,-1.2093823005447757,-21.911717893146758
214375.17539997087,-1.1817689573276544,-22.571367231330584
217061.72509989204,-1.1593772745581667,-23.218191943932013
219781.9426406752,-1.1293534863718317,-23.835528186398179
222536.24994770245,-1.1008632805161689,-24.508319205527204
225325.07423392465,-1.0723588188664452,-25.192089411745883
228148.84806612527,-1.042002000779459,-25.856180393063415
231008.00943201486,-1.009577978336309,-26.561066812806928
233903.00180816589,-0.97746268913914358,-27.272642762558036
236834.27422879927,-0.94047937414252103,-27.970178814539906
239802.28135543276,-0.90591410337338529,-28.720465663611265
242807.48354740231,-0.86699032814866006,-29.479973432817559
245850.3469332669,-0.82861558871752439,-30.253221071163949
248931.34348310888,-0.78772640088830426,-31.051331797818733
252050.95108173948,-0.7430351551915636,-31.885015839403422
255209.65360282239,-0.69926045932914527,-32.751149207368229
258407.94098392618,-0.65117131528446393,-33.659146995275279
261646.30930251698,-0.60502871696837335,-34.609921335663458
264925.26085290359,-0.55827295706104252,-35.61890502210278
268245.3042241474,-0.51411460437166179,-36.696989828432038
271606.95437894762,-0.4757919320814763,-37.848108436622731
275010.7327335162,-0.44728670456756214,-39.039795462280679
278457.16723845288,-0.4311674171098957,-40.289673943512646
281946.79246063455,-0.43193820770783348,-41.53087617726694
285480.14966613002,-0.44649254194277632,-42.759151530676036
289057.78690415458,-0.47524633658412274,-43.880893451785923
292680.25909207622,-0.50637790500371149,-44.924080731526708
296348.12810148747,-0.53920837431970647,-45.867947321650917
300061.96284535562,-0.56229037112946323,-46.737041867455474
303822.33936626528,-0.57818613152177423,-47.575942282604387
307629.84092576668,-0.58232920199056137,-48.3852362211274
311485.05809484387,-0.5800660259520849,-49.212755720124562
315388.5888455165,-0.57225214341699515,-50.047733974320067
319341.03864358948,-0.55316876889608202,-50.913308121591321
323343.02054256527,-0.53649955052933829,-51.82975645496424
327395.15527873271,-0.51374202235774036,-52.753898833878338
331498.07136744808,-0.48502101374357864,-53.726472481073642
335652.40520062181,-0.45676059514177109,-54.725878145785188
339858.80114542786,-0.42937252339979221,-55.77345814888038
344117.91164424981,-0.39914504465453138,-56.840397491645987
348430.39731587889,-0.37008209129775849,-57.941577313922366
352796.9270579812,-0.3414431709987486,-59.072766256787403
357218.17815084814,-0.31089837664821451,-60.249379841221923
361694.83636244846,-0.28529414524787716,-61.447909241205423
366227.59605479433,-0.25581684318100051,-62.689883294888617
370817.16029164294,-0.22862194236291741,-63.93615234504199
375464.24094754638,-0.20435599675936877,-65.240726786062112
380169.55881826888,-0.18000763866051062,-66.551364262178893
384933.84373258689,-0.15752805650711454,-67.905725353857861
389757.83466549142,-0.136918403095244,-69.29057550470101
394642.27985280775,-0.11624348110890824,-70.691502817251092
399587.93690725276,-0.09795320459453874,-72.136560263095973
404595.57293594576,-0.083107017192898397,-73.596387768556383
409665.96465939272,-0.067914097733253451,-75.091518490943542
414799.89853196061,-0.05676114211221843,-76.610018092950156
419998.17086386279,-0.047031519476383718,-78.16184555256045
425261.58794467227,-0.039155406354836067,-79.738706366395078
430590.9661683829,-0.035561116466318994,-81.335840629461671
435987.13216003799,-0.031504245430517247,-82.963115008897915
441450.92290394608,-0.030308585374781018,-84.611752668346497
446983.18587350281,-0.031862942009489172,-86.302957708798104
452584.7791626408,-0.035602769637956264,-87.999034490645215
458256.57161892555,-0.042473696855928118,-89.730619194891005
463999.44297832024,-0.04768747256417176,-91.46129497971171
469814.28400163935,-0.058752503495120137,-93.233614914435179
475701.99661271175,-0.070397007176762061,-95.027931539859637
481663.49403827573,-0.081071762055592494,-96.828810140856504
487699.70094962727,-0.091292035049489406,-98.653320774891213
493811.55360604275,-0.10206458319168611,-100.50475194731226
500000,-0.11040103215512795,-102.38324344905871
