Freq.,Vn005/Vn015
1.60694125301286e+003,-9.28121188795586e+000,-9.04761945926779e-001
1.61064563517825e+003,-9.28163903776957e+000,-9.06864711940981e-001
1.61435855682647e+003,-9.28206819162861e+000,-9.08972441507475e-001
1.61808003764305e+003,-9.28249936054962e+000,-9.11085147091595e-001
1.62181009735891e+003,-9.28293255561377e+000,-9.13202841197197e-001
1.62554875575047e+003,-9.28336778796707e+000,-9.15325536366702e-001
1.62929603263970e+003,-9.28380506882090e+000,-9.17453245181613e-001
1.63305194789432e+003,-9.28424465539672e+000,-9.19586021773389e-001
1.63681652142779e+003,-9.28468619098456e+000,-9.21723816831311e-001
1.64058977319952e+003,-9.28512968613257e+000,-9.23866642759898e-001
1.64437172321491e+003,-9.28557527528941e+000,-9.26014533053632e-001
1.64816239152549e+003,-9.28602309412658e+000,-9.28167521644305e-001
1.65196179822900e+003,-9.28647290629059e+000,-9.30325579145087e-001
1.65576996346951e+003,-9.28692484729871e+000,-9.32488739467770e-001
1.65958690743754e+003,-9.28737917890263e+000,-9.34657058424563e-001
1.66341265037015e+003,-9.28783541349728e+000,-9.36830463333930e-001
1.66724721255104e+003,-9.28829381238845e+000,-9.39009009886276e-001
1.67109061431069e+003,-9.28875438753196e+000,-9.41192711103296e-001
1.67494287602642e+003,-9.28921702477671e+000,-9.43381558180242e-001
1.67880401812254e+003,-9.28968211475055e+000,-9.45575629824522e-001
1.68267406107045e+003,-9.29014929108969e+000,-9.47774873578959e-001
1.68655302538872e+003,-9.29061881927615e+000,-9.49979346680586e-001
1.69044093164324e+003,-9.29109045778636e+000,-9.52189018101591e-001
1.69433780044731e+003,-9.29156421811005e+000,-9.54403900796838e-001
1.69824365246172e+003,-9.29204036772820e+000,-9.56624052761048e-001
1.70215850839493e+003,-9.29251879180582e+000,-9.58849465063921e-001
1.70608238900310e+003,-9.29299924582130e+000,-9.61080105674906e-001
1.71001531509027e+003,-9.29348186950614e+000,-9.63316010210999e-001
1.71395730750840e+003,-9.29396732052760e+000,-9.65557306489145e-001
1.71790838715757e+003,-9.29445483852914e+000,-9.67803871097590e-001
1.72186857498598e+003,-9.29494443459264e+000,-9.70055716951766e-001
1.72583789199018e+003,-9.29543664017134e+000,-9.72312950052233e-001
1.72981635921508e+003,-9.29593094861722e+000,-9.74575491230007e-001
1.73380399775412e+003,-9.29642763259704e+000,-9.76843400488893e-001
1.73780082874935e+003,-9.29692683630442e+000,-9.79116715170440e-001
1.74180687339159e+003,-9.29742818003689e+000,-9.81395378275993e-001
1.74582215292048e+003,-9.29793220173931e+000,-9.83679498251632e-001
1.74984668862463e+003,-9.29843825710918e+000,-9.85968969979595e-001
1.75388050184174e+003,-9.29894701801136e+000,-9.88263926609124e-001
1.75792361395867e+003,-9.29945796974703e+000,-9.90564286137932e-001
1.76197604641161e+003,-9.29997152266761e+000,-9.92870134732028e-001
1.76603782068614e+003,-9.30048729197727e+000,-9.95181413610663e-001
1.77010895831740e+003,-9.30100569005034e+000,-9.97498209721401e-001
1.77418948089014e+003,-9.30152659794969e+000,-9.99820512937230e-001
1.77827941003890e+003,-9.30204962736894e+000,-1.00214826321539e+000
1.78237876744807e+003,-9.30257559603782e+000,-1.00448162293377e+000
1.78648757485203e+003,-9.30310398202712e+000,-1.00682050751269e+000
1.79060585403527e+003,-9.30363466358296e+000,-1.00916490583139e+000
1.79473362683250e+003,-9.30416778848949e+000,-1.01151485678224e+000
1.79887091512876e+003,-9.30470350587753e+000,-1.01387039978099e+000
1.80301774085954e+003,-9.30524183023254e+000,-1.01623154930671e+000
1.80717412601090e+003,-9.30578277612540e+000,-1.01859831988724e+000
1.81134009261958e+003,-9.30632635821289e+000,-1.02097072609913e+000
1.81551566277311e+003,-9.30687259123814e+000,-1.02334878256811e+000
1.81970085860996e+003,-9.30742107818368e+000,-1.02573242609750e+000
1.82389570231961e+003,-9.30797210627426e+000,-1.02812172245654e+000
1.82810021614272e+003,-9.30852610332363e+000,-1.03051676465780e+000
1.83231442237119e+003,-9.30908267160344e+000,-1.03291748927621e+000
1.83653834334832e+003,-9.30964196389485e+000,-1.03532393726240e+000
1.84077200146893e+003,-9.31020371765700e+000,-1.03773607036674e+000
1.84501541917945e+003,-9.31076794628657e+000,-1.04015390279571e+000
1.84926861897805e+003,-9.31133536104624e+000,-1.04257758299940e+000
1.85353162341478e+003,-9.31190514110632e+000,-1.04500696538911e+000
1.85780445509167e+003,-9.31247771977554e+000,-1.04744214521824e+000
1.86208713666284e+003,-9.31305297222219e+000,-1.04988311042797e+000
1.86637969083464e+003,-9.31363091325951e+000,-1.05232987584799e+000
1.87068214036577e+003,-9.31421169899489e+000,-1.05478248384625e+000
1.87499450806739e+003,-9.31479506234031e+000,-1.05724089450237e+000
1.87931681680324e+003,-9.31538144299182e+000,-1.05970520565890e+000
1.88364908948977e+003,-9.31597057371402e+000,-1.06217537736619e+000
1.88799134909627e+003,-9.31656261231233e+000,-1.06465145272441e+000
1.89234361864495e+003,-9.31715714652766e+000,-1.06713336279916e+000
1.89670592121112e+003,-9.31775490584777e+000,-1.06962126341463e+000
1.90107827992327e+003,-9.31835504756002e+000,-1.07211500046088e+000
1.90546071796322e+003,-9.31895815980574e+000,-1.07461470224648e+000
1.90985325856621e+003,-9.31956454777567e+000,-1.07712044191270e+000
1.91425592502106e+003,-9.32017365209385e+000,-1.07963212073010e+000
1.91866874067026e+003,-9.32078534276041e+000,-1.08214972474585e+000
1.92309172891013e+003,-9.32140035997265e+000,-1.08467341419519e+000
1.92752491319091e+003,-9.32201799498164e+000,-1.08720305959458e+000
1.93196831701689e+003,-9.32263869973378e+000,-1.08973876388690e+000
1.93642196394658e+003,-9.32326263783947e+000,-1.09228057267947e+000
1.94088587759275e+003,-9.32388924129810e+000,-1.09482838380272e+000
1.94536008162263e+003,-9.32451881847397e+000,-1.09738227180345e+000
1.94984459975802e+003,-9.32515138597013e+000,-1.09994225248813e+000
1.95433945577536e+003,-9.32578710814634e+000,-1.10250837182789e+000
1.95884467350596e+003,-9.32642555883399e+000,-1.10508055540381e+000
1.96336027683602e+003,-9.32706734626214e+000,-1.10765893991911e+000
1.96788628970681e+003,-9.32771189471706e+000,-1.11024342008124e+000
1.97242273611482e+003,-9.32835996447590e+000,-1.11283416456307e+000
1.97696964011183e+003,-9.32901082888109e+000,-1.11543103661180e+000
1.98152702580507e+003,-9.32966510216860e+000,-1.11803417549555e+000
1.98609491735734e+003,-9.33032235354193e+000,-1.12064350493219e+000
1.99067333898715e+003,-9.33098229853660e+000,-1.12325897819426e+000
1.99526231496885e+003,-9.33164585650712e+000,-1.12588079893580e+000
1.99986186963271e+003,-9.33231244368132e+000,-1.12850885855648e+000
2.00447202736513e+003,-9.33298237989603e+000,-1.13114323656449e+000
2.00909281260870e+003,-9.33365522850222e+000,-1.13378385425048e+000
2.01372424986236e+003,-9.33433146215130e+000,-1.13643082343874e+000
2.01836636368153e+003,-9.33501110008219e+000,-1.13908416123541e+000
2.02301917867824e+003,-9.33569385571371e+000,-1.14174382008307e+000
2.02768271952125e+003,-9.33637974634851e+000,-1.14440981627673e+000
2.03235701093619e+003,-9.33706909677523e+000,-1.14708223151877e+000
2.03704207770568e+003,-9.33776161857852e+000,-1.14976101749129e+000
2.04173794466950e+003,-9.33845748380127e+000,-1.15244622365097e+000
2.04644463672464e+003,-9.33915702083380e+000,-1.15513793330017e+000
2.05116217882553e+003,-9.33985947507489e+000,-1.15783599789326e+000
2.05589059598411e+003,-9.34056532882741e+000,-1.16054053352572e+000
2.06062991326997e+003,-9.34127460125844e+000,-1.16325155737424e+000
2.06538015581049e+003,-9.34198731165070e+000,-1.16596908667693e+000
2.07014134879101e+003,-9.34270347940324e+000,-1.16869313873364e+000
2.07491351745487e+003,-9.34342281005565e+000,-1.17142366265355e+000
2.07969668710366e+003,-9.34414595045285e+000,-1.17416081203600e+000
2.08449088309725e+003,-9.34487229164860e+000,-1.17690446752917e+000
2.08929613085400e+003,-9.34560216748556e+000,-1.17965471493094e+000
2.09411245585086e+003,-9.34633559794990e+000,-1.18241157184996e+000
2.09893988362349e+003,-9.34707260314856e+000,-1.18517505595882e+000
2.10377843976644e+003,-9.34781288485394e+000,-1.18794511473451e+000
2.10862814993325e+003,-9.34855678036664e+000,-1.19072183555722e+000
2.11348903983661e+003,-9.34930495008307e+000,-1.19350537817311e+000
2.11836113524846e+003,-9.35005581553153e+000,-1.19629540613966e+000
2.12324446200018e+003,-9.35081035505041e+000,-1.19909214924552e+000
2.12813904598267e+003,-9.35156891171629e+000,-1.20189569752255e+000
2.13304491314654e+003,-9.35233086277364e+000,-1.20470592548063e+000
2.13796208950219e+003,-9.35309655079149e+000,-1.20752292293804e+000
2.14289060112002e+003,-9.35386599698703e+000,-1.21034670814822e+000
2.14783047413050e+003,-9.35463922270598e+000,-1.21317729943234e+000
2.15278173472433e+003,-9.35541592335167e+000,-1.21601464143592e+000
2.15774440915263e+003,-9.35619611821325e+000,-1.21885875154223e+000
2.16271852372698e+003,-9.35698113717043e+000,-1.22170994503875e+000
2.16770410481966e+003,-9.35776871030723e+000,-1.22456772000121e+000
2.17270117886370e+003,-9.35856049615370e+000,-1.22743246667337e+000
2.17770977235312e+003,-9.35935618921476e+000,-1.23030412931733e+000
2.18272991184296e+003,-9.36015581174744e+000,-1.23318272672780e+000
2.18776162394951e+003,-9.36095905462728e+000,-1.23606820148061e+000
2.19280493535041e+003,-9.36176593802562e+000,-1.23896057139914e+000
2.19785987278478e+003,-9.36257714841862e+000,-1.24186000843426e+000
2.20292646305342e+003,-9.36339237708662e+000,-1.24476645537179e+000
2.20800473301886e+003,-9.36421097762338e+000,-1.24767977578720e+000
2.21309470960560e+003,-9.36503397473627e+000,-1.25060022112194e+000
2.21819641980018e+003,-9.36586072149548e+000,-1.25352765470971e+000
2.22330989065136e+003,-9.36669123885942e+000,-1.25646209476432e+000
2.22843514927026e+003,-9.36752622363043e+000,-1.25940371818727e+000
2.23357222283049e+003,-9.36836502452027e+000,-1.26235238623904e+000
2.23872113856830e+003,-9.36920766289246e+000,-1.26530811733367e+000
2.24388192378272e+003,-9.37005450051077e+000,-1.26827101042780e+000
2.24905460583574e+003,-9.37090556142783e+000,-1.27124108524122e+000
2.25423921215239e+003,-9.37176052795846e+000,-1.27421828030435e+000
2.25943577022093e+003,-9.37261976471099e+000,-1.27720269596304e+000
2.26464430759302e+003,-9.37348295266512e+000,-1.28019427010065e+000
2.26986485188378e+003,-9.37435045833825e+000,-1.28319310399927e+000
2.27509743077203e+003,-9.37522230651366e+000,-1.28619921775349e+000
2.28034207200037e+003,-9.37609817616323e+000,-1.28921254826734e+000
2.28559880337539e+003,-9.37697843669329e+000,-1.29223319824925e+000
2.29086765276773e+003,-9.37786276572955e+000,-1.29526110393974e+000
2.29614864811232e+003,-9.37875118618272e+000,-1.29829628451210e+000
2.30144181740846e+003,-9.37964441963168e+000,-1.30133892902737e+000
2.30674718872002e+003,-9.38054144397624e+000,-1.30438880331124e+000
2.31206479017555e+003,-9.38144298192449e+000,-1.30744609698849e+000
2.31739464996843e+003,-9.38234905947352e+000,-1.31051083077241e+000
2.32273679635706e+003,-9.38325935018391e+000,-1.31358293887435e+000
2.32809125766496e+003,-9.38417387785680e+000,-1.31666244090143e+000
2.33345806228096e+003,-9.38509337499205e+000,-1.31974953140125e+000
2.33883723865931e+003,-9.38601680539232e+000,-1.32284396910294e+000
2.34422881531987e+003,-9.38694490271124e+000,-1.32594594913637e+000
2.34963282084826e+003,-9.38787769389809e+000,-1.32905549269917e+000
2.35504928389596e+003,-9.38881449074967e+000,-1.33217244274964e+000
2.36047823318053e+003,-9.38975603246003e+000,-1.33529699723282e+000
2.36591969748571e+003,-9.39070234646534e+000,-1.33842917759156e+000
2.37137370566161e+003,-9.39165310015089e+000,-1.34156891487491e+000
2.37684028662483e+003,-9.39260831871792e+000,-1.34471622936842e+000
2.38231946935864e+003,-9.39356838946281e+000,-1.34787123280464e+000
2.38781128291313e+003,-9.39453297769054e+000,-1.35103385514453e+000
2.39331575640534e+003,-9.39550247274953e+000,-1.35420420917840e+000
2.39883291901944e+003,-9.39647617402407e+000,-1.35738213140927e+000
2.40436280000688e+003,-9.39745483572064e+000,-1.36056782751084e+000
2.40990542868654e+003,-9.39843848662310e+000,-1.36376131960550e+000
2.41546083444489e+003,-9.39942678854939e+000,-1.36696253580715e+000
2.42102904673613e+003,-9.40042013603227e+000,-1.37017159159739e+000
2.42661009508236e+003,-9.40141782059225e+000,-1.37338831930964e+000
2.43220400907376e+003,-9.40242060599717e+000,-1.37661292961772e+000
2.43781081836870e+003,-9.40342852191018e+000,-1.37984544508781e+000
2.44343055269392e+003,-9.40444085509255e+000,-1.38308569549829e+000
2.44906324184469e+003,-9.40545763025581e+000,-1.38633370075421e+000
2.45470891568498e+003,-9.40648036554298e+000,-1.38958987040055e+000
2.46036760414758e+003,-9.40750759984037e+000,-1.39285383874197e+000
2.46603933723429e+003,-9.40854010857163e+000,-1.39612582262630e+000
2.47172414501608e+003,-9.40957717049435e+000,-1.39940564748246e+000
2.47742205763323e+003,-9.41061994185464e+000,-1.40269363158593e+000
2.48313310529552e+003,-9.41166694529011e+000,-1.40598940042114e+000
2.48885731828234e+003,-9.41271971879728e+000,-1.40929337420879e+000
2.49459472694290e+003,-9.41377753737950e+000,-1.41260537629773e+000
2.50034536169638e+003,-9.41484043001447e+000,-1.41592542878221e+000
