Freq.,Vn015/Vn006
1.07151930523761e+003,4.08945799125536e+001,2.46478205059994e+000
1.07398941234124e+003,4.08959571538526e+001,2.47043738859909e+000
1.07646521362983e+003,4.08973409498174e+001,2.47610557144006e+000
1.07894672222983e+003,4.08987313330391e+001,2.48178662735746e+000
1.08143395129794e+003,4.09001283362799e+001,2.48748058464076e+000
1.08392691402120e+003,4.09015319112008e+001,2.49318746264092e+000
1.08642562361706e+003,4.09029421718041e+001,2.49890729866684e+000
1.08893009333343e+003,4.09043590697186e+001,2.50464011209446e+000
1.09144033644875e+003,4.09057828015099e+001,2.51038594954596e+000
1.09395636627209e+003,4.09072132373162e+001,2.51614482138680e+000
1.09647819614318e+003,4.09086504103730e+001,2.52191675610768e+000
1.09900583943252e+003,4.09100945189133e+001,2.52770180075071e+000
1.10153930954141e+003,4.09115455150690e+001,2.53349997488206e+000
1.10407861990207e+003,4.09130032675930e+001,2.53931128861463e+000
1.10662378397766e+003,4.09144680588143e+001,2.54513579866378e+000
1.10917481526240e+003,4.09159396744750e+001,2.55097350578515e+000
1.11173172728159e+003,4.09174183984191e+001,2.55682446706568e+000
1.11429453359173e+003,4.09189041827287e+001,2.56268870213041e+000
1.11686324778056e+003,4.09203968951378e+001,2.56856622092693e+000
1.11943788346715e+003,4.09218968217818e+001,2.57445708110461e+000
1.12201845430196e+003,4.09234038305713e+001,2.58036129267624e+000
1.12460497396692e+003,4.09249180410781e+001,2.58627889442290e+000
1.12719745617551e+003,4.09264394047633e+001,2.59220990588897e+000
1.12979591467279e+003,4.09279680419664e+001,2.59815436605562e+000
1.13240036323555e+003,4.09295038192024e+001,2.60411228465874e+000
1.13501081567231e+003,4.09310471123852e+001,2.61008373036364e+000
1.13762728582343e+003,4.09325976181526e+001,2.61606869326927e+000
1.14024978756117e+003,4.09341555433316e+001,2.62206722258776e+000
1.14287833478977e+003,4.09357208393530e+001,2.62807933791868e+000
1.14551294144553e+003,4.09372936288967e+001,2.63410507884943e+000
1.14815362149688e+003,4.09388739495125e+001,2.64014447510347e+000
1.15080038894443e+003,4.09404617526253e+001,2.64619754630560e+000
1.15345325782109e+003,4.09420571621077e+001,2.65226433234998e+000
1.15611224219210e+003,4.09436601293837e+001,2.65834485287712e+000
1.15877735615512e+003,4.09452706922014e+001,2.66443913768886e+000
1.16144861384034e+003,4.09468888885099e+001,2.67054721664172e+000
1.16412602941049e+003,4.09485149311231e+001,2.67666914043537e+000
1.16680961706096e+003,4.09501487720791e+001,2.68280492888448e+000
1.16949939101987e+003,4.09517901873376e+001,2.68895458068094e+000
1.17219536554813e+003,4.09534395662108e+001,2.69511816777132e+000
1.17489755493953e+003,4.09550968607527e+001,2.70129570999106e+000
1.17760597352080e+003,4.09567618457109e+001,2.70748720575406e+000
1.18032063565173e+003,4.09584350020287e+001,2.71369273845247e+000
1.18304155572516e+003,4.09601161048769e+001,2.71991230661083e+000
1.18576874816716e+003,4.09618052830433e+001,2.72614595137048e+000
1.18850222743701e+003,4.09635023096574e+001,2.73239367076471e+000
1.19124200802737e+003,4.09652075812522e+001,2.73865553851732e+000
1.19398810446427e+003,4.09669207811775e+001,2.74493154167611e+000
1.19674053130724e+003,4.09686424876524e+001,2.75122177646894e+000
1.19949930314937e+003,4.09703722940460e+001,2.75752621890778e+000
1.20226443461741e+003,4.09721102408530e+001,2.76384489951728e+000
1.20503594037179e+003,4.09738566400623e+001,2.77017788232460e+000
1.20781383510678e+003,4.09756113532264e+001,2.77652517602718e+000
1.21059813355048e+003,4.09773744221341e+001,2.78288681146862e+000
1.21338885046497e+003,4.09791458887990e+001,2.78926281954724e+000
1.21618600064636e+003,4.09809259779993e+001,2.79565325393663e+000
1.21898959892486e+003,4.09827144590310e+001,2.80205811172234e+000
1.22179966016487e+003,4.09845114656492e+001,2.80847743527425e+000
1.22461619926504e+003,4.09863171326888e+001,2.81491126723018e+000
1.22743923115840e+003,4.09881314118290e+001,2.82135962734836e+000
1.23026877081238e+003,4.09899543464634e+001,2.82782254685508e+000
1.23310483322890e+003,4.09917859802199e+001,2.83430005703097e+000
1.23594743344450e+003,4.09936264497271e+001,2.84079220095015e+000
1.23879658653036e+003,4.09954757067520e+001,2.84729899837317e+000
1.24165230759241e+003,4.09973337024380e+001,2.85382046889482e+000
1.24451461177138e+003,4.09992007609571e+001,2.86035667956239e+000
1.24738351424294e+003,4.10010766475398e+001,2.86690762638021e+000
1.25025903021771e+003,4.10029616881458e+001,2.87347337683936e+000
1.25314117494141e+003,4.10048555531252e+001,2.88005391464503e+000
1.25602996369487e+003,4.10067585695808e+001,2.88664930756509e+000
1.25892541179416e+003,4.10086706894672e+001,2.89325957535258e+000
1.26182753459066e+003,4.10105920535616e+001,2.89988476207641e+000
1.26473634747115e+003,4.10125225189366e+001,2.90652487518330e+000
1.26765186585784e+003,4.10144624169840e+001,2.91317998351260e+000
1.27057410520854e+003,4.10164115096762e+001,2.91985008214518e+000
1.27350308101666e+003,4.10183699390222e+001,2.92653521542395e+000
1.27643880881134e+003,4.10203376565096e+001,2.93323540290893e+000
1.27938130415752e+003,4.10223149972122e+001,2.93995071435328e+000
1.28233058265601e+003,4.10243017214706e+001,2.94668114435460e+000
1.28528665994361e+003,4.10262982627228e+001,2.95342677584145e+000
1.28824955169313e+003,4.10283039942596e+001,2.96018755225492e+000
1.29121927361353e+003,4.10303194467706e+001,2.96696356940212e+000
1.29419584144998e+003,4.10323446698213e+001,2.97375485987979e+000
1.29717927098395e+003,4.10343797132476e+001,2.98056145633996e+000
1.30016957803328e+003,4.10364243342651e+001,2.98738335244695e+000
1.30316677845229e+003,4.10384788747849e+001,2.99422061963846e+000
1.30617088813183e+003,4.10405432873735e+001,3.00107327759208e+000
1.30918192299940e+003,4.10426176222755e+001,3.00794135899185e+000
1.31219989901920e+003,4.10447017329250e+001,3.01482487005365e+000
1.31522483219223e+003,4.10467962613782e+001,3.02172392313204e+000
1.31825673855640e+003,4.10489005684501e+001,3.02863845812000e+000
1.32129563418657e+003,4.10510151995916e+001,3.03556857459270e+000
1.32434153519466e+003,4.10531399094344e+001,3.04251426534144e+000
1.32739445772973e+003,4.10552748489045e+001,3.04947557675374e+000
1.33045441797808e+003,4.10574200702111e+001,3.05645254188388e+000
1.33352143216332e+003,4.10595755256905e+001,3.06344518013481e+000
1.33659551654643e+003,4.10617414682167e+001,3.07045355200894e+000
1.33967668742593e+003,4.10639178509391e+001,3.07747767707834e+000
1.34276496113786e+003,4.10661046263659e+001,3.08451757470862e+000
1.34586035405594e+003,4.10683019485543e+001,3.09157329198331e+000
1.34896288259165e+003,4.10705100741288e+001,3.09864489032838e+000
1.35207256319427e+003,4.10727286524899e+001,3.10573234717749e+000
1.35518941235103e+003,4.10749579403900e+001,3.11283572392913e+000
1.35831344658715e+003,4.10771979926894e+001,3.11995505410606e+000
1.36144468246594e+003,4.10794489668325e+001,3.12709038557842e+000
1.36458313658892e+003,4.10817107139679e+001,3.13424172344834e+000
1.36772882559584e+003,4.10839832891585e+001,3.14140910119100e+000
1.37088176616484e+003,4.10862668507702e+001,3.14859256683006e+000
1.37404197501251e+003,4.10885615584370e+001,3.15579216871138e+000
1.37720946889394e+003,4.10908671591600e+001,3.16300789696399e+000
1.38038426460288e+003,4.10931841233937e+001,3.17023984387441e+000
1.38356637897177e+003,4.10955123020104e+001,3.17748801424157e+000
1.38675582887188e+003,4.10978515442703e+001,3.18475241236137e+000
1.38995263121334e+003,4.11002021155930e+001,3.19203310167529e+000
1.39315680294529e+003,4.11025640742847e+001,3.19933011626564e+000
1.39636836105593e+003,4.11049375839097e+001,3.20664350531968e+000
1.39958732257261e+003,4.11073223886293e+001,3.21397325785614e+000
1.40281370456195e+003,4.11097186516851e+001,3.22131942287785e+000
1.40604752412990e+003,4.11121267489634e+001,3.22868208025702e+000
1.40928879842186e+003,4.11145464241487e+001,3.23606121873400e+000
1.41253754462274e+003,4.11169777367901e+001,3.24345687247333e+000
1.41579377995707e+003,4.11194209595891e+001,3.25086910665828e+000
1.41905752168908e+003,4.11218759409399e+001,3.25829792486859e+000
1.42232878712281e+003,4.11243428483105e+001,3.26574337704445e+000
1.42560759360218e+003,4.11268216361964e+001,3.27320548205572e+000
1.42889395851109e+003,4.11293123658450e+001,3.28068427430468e+000
1.43218789927353e+003,4.11318152065049e+001,3.28817980409455e+000
1.43548943335364e+003,4.11343303287763e+001,3.29569212207414e+000
1.43879857825583e+003,4.11368576883024e+001,3.30322124723186e+000
1.44211535152486e+003,4.11393971316652e+001,3.31076718222336e+000
1.44543977074592e+003,4.11419489384364e+001,3.31832999376976e+000
1.44877185354475e+003,4.11445130638163e+001,3.32590970054805e+000
1.45211161758773e+003,4.11470897898657e+001,3.33350636990361e+000
1.45545908058195e+003,4.11496788539130e+001,3.34111998791151e+000
1.45881426027534e+003,4.11522807583637e+001,3.34875065501326e+000
1.46217717445671e+003,4.11548951305811e+001,3.35639834060481e+000
1.46554784095590e+003,4.11575222553660e+001,3.36406311260089e+000
1.46892627764385e+003,4.11601620885902e+001,3.37174498949142e+000
1.47231250243271e+003,4.11628146961796e+001,3.37944400627382e+000
1.47570653327588e+003,4.11654802554023e+001,3.38716021484592e+000
1.47910838816819e+003,4.11681587224876e+001,3.39489363359488e+000
1.48251808514594e+003,4.11708504989540e+001,3.40264434869832e+000
1.48593564228699e+003,4.11735550958553e+001,3.41041231056768e+000
1.48936107771090e+003,4.11762729154811e+001,3.41819760546853e+000
1.49279440957898e+003,4.11790039145644e+001,3.42600025164290e+000
1.49623565609442e+003,4.11817482742451e+001,3.43382030173206e+000
1.49968483550236e+003,4.11845061771065e+001,3.44165780874716e+000
1.50314196609001e+003,4.11872772418997e+001,3.44951273854744e+000
1.50660706618673e+003,4.11900619901245e+001,3.45738519641623e+000
1.51008015416413e+003,4.11928602663940e+001,3.46527518297772e+000
1.51356124843619e+003,4.11956720274606e+001,3.47318271598727e+000
1.51705036745932e+003,4.11984976858858e+001,3.48110788425977e+000
1.52054752973248e+003,4.12013372003006e+001,3.48905070596796e+000
1.52405275379728e+003,4.12041902993845e+001,3.49701116297334e+000
1.52756605823806e+003,4.12070576283682e+001,3.50498938090368e+000
1.53108746168201e+003,4.12099386863910e+001,3.51298530534301e+000
1.53461698279928e+003,4.12128340067451e+001,3.52099904458718e+000
1.53815464030302e+003,4.12157433173724e+001,3.52903057988706e+000
1.54170045294954e+003,4.12186669233832e+001,3.53707998368711e+000
1.54525443953840e+003,4.12216050162127e+001,3.54514731063991e+000
1.54881661891247e+003,4.12245572061219e+001,3.55323252271951e+000
1.55238700995807e+003,4.12275239171349e+001,3.56133571144577e+000
1.55596563160506e+003,4.12305048744734e+001,3.56945685668925e+000
1.55955250282694e+003,4.12335008567412e+001,3.57759610720875e+000
1.56314764264094e+003,4.12365114732353e+001,3.58575342424939e+000
1.56675107010813e+003,4.12395365651281e+001,3.59392880578092e+000
1.57036280433354e+003,4.12425767991170e+001,3.60212238313400e+000
1.57398286446620e+003,4.12456316632734e+001,3.61033409707923e+000
1.57761126969933e+003,4.12487014717504e+001,3.61856402192758e+000
1.58124803927037e+003,4.12517864223568e+001,3.62681221332889e+000
1.58489319246110e+003,4.12548863565972e+001,3.63507866878791e+000
1.58854674859776e+003,4.12580017120687e+001,3.64336348314646e+000
1.59220872705115e+003,4.12611322110797e+001,3.65166663418466e+000
1.59587914723672e+003,4.12642781737091e+001,3.65998819757297e+000
1.59955802861465e+003,4.12674394411023e+001,3.66832817020739e+000
1.60324539069002e+003,4.12706164561018e+001,3.67668664817925e+000
1.60694125301286e+003,4.12738089395540e+001,3.68506360827785e+000
1.61064563517825e+003,4.12770170944374e+001,3.69345910687866e+000
1.61435855682647e+003,4.12802410038033e+001,3.70187318049845e+000
1.61808003764305e+003,4.12834807511915e+001,3.71030586568389e+000
1.62181009735891e+003,4.12867364206341e+001,3.71875719901074e+000
1.62554875575047e+003,4.12900080966582e+001,3.72722721708384e+000
1.62929603263970e+003,4.12932958642897e+001,3.73571595653608e+000
1.63305194789432e+003,4.12966000550011e+001,3.74422349553932e+000
1.63681652142779e+003,4.12999203867728e+001,3.75274980881118e+000
1.64058977319952e+003,4.13032569452859e+001,3.76129493277209e+000
1.64437172321491e+003,4.13066099405676e+001,3.76985892491885e+000
1.64816239152549e+003,4.13099795843168e+001,3.77844184317169e+000
1.65196179822900e+003,4.13133657166590e+001,3.78704368211716e+000
1.65576996346951e+003,4.13167685500461e+001,3.79566449962547e+000
1.65958690743754e+003,4.13201884236218e+001,3.80430437545033e+000
1.66341265037015e+003,4.13236249276354e+001,3.81296326083520e+000
1.66724721255104e+003,4.13270784017112e+001,3.82164123537747e+000
1.67109061431069e+003,4.13305489365919e+001,3.83033833598732e+000
1.67494287602642e+003,4.13340364973846e+001,3.83905457772917e+000
1.67880401812254e+003,4.13375415544497e+001,3.84779006315944e+000
1.68267406107045e+003,4.13410638216343e+001,3.85654476364905e+000
1.68655302538872e+003,4.13446036451128e+001,3.86531876024148e+000
1.69044093164324e+003,4.13481608645387e+001,3.87411204569259e+000
1.69433780044731e+003,4.13517355730673e+001,3.88292465671770e+000
1.69824365246172e+003,4.13553281203368e+001,3.89175667504766e+000
1.70215850839493e+003,4.13589384741650e+001,3.90060811546328e+000
1.70608238900310e+003,4.13625664731817e+001,3.90947896961898e+000
1.71001531509027e+003,4.13662123407724e+001,3.91836929678999e+000
1.71395730750840e+003,4.13698768187646e+001,3.92727924842372e+000
1.71790838715757e+003,4.13735592314715e+001,3.93620872471019e+000
1.72186857498598e+003,4.13772596751582e+001,3.94515776213715e+000
1.72583789199018e+003,4.13809787669783e+001,3.95412649024687e+000
1.72981635921508e+003,4.13847160865049e+001,3.96311485338058e+000
1.73380399775412e+003,4.13884719931507e+001,3.97212293502014e+000
1.73780082874935e+003,4.13922467183836e+001,3.98115079595168e+000
1.74180687339159e+003,4.13960399703075e+001,3.99019840258671e+000
1.74582215292048e+003,4.13998523752099e+001,3.99926588674625e+000
1.74984668862463e+003,4.14036833776712e+001,4.00835316665118e+000
1.75388050184174e+003,4.14075337389828e+001,4.01746039875209e+000
1.75792361395867e+003,4.14114030344207e+001,4.02658752430956e+000
1.76197604641161e+003,4.14152917648630e+001,4.03573465271302e+000
1.76603782068614e+003,4.14191996365966e+001,4.04490174836500e+000
1.77010895831740e+003,4.14231271536388e+001,4.05408892135444e+000
1.77418948089014e+003,4.14270742892594e+001,4.06329618465315e+000
1.77827941003890e+003,4.14310407479279e+001,4.07252350127391e+000
1.78237876744807e+003,4.14350274407220e+001,4.08177105660463e+000
1.78648757485203e+003,4.14390339396377e+001,4.09103878903031e+000
1.79060585403527e+003,4.14430602174272e+001,4.10032671034736e+000
1.79473362683250e+003,4.14471065169663e+001,4.10963488231731e+000
1.79887091512876e+003,4.14511730830674e+001,4.11896336717568e+000
1.80301774085954e+003,4.14552600264915e+001,4.12831220217041e+000
1.80717412601090e+003,4.14593674586839e+001,4.13768142454679e+000
1.81134009261958e+003,4.14634954917786e+001,4.14707107154538e+000
1.81551566277311e+003,4.14676442386040e+001,4.15648118040214e+000
1.81970085860996e+003,4.14718134008396e+001,4.16591171047454e+000
1.82389570231961e+003,4.14760033650243e+001,4.17536275002965e+000
1.82810021614272e+003,4.14802146589073e+001,4.18483441451967e+000
1.83231442237119e+003,4.14844469853217e+001,4.19432666289973e+000
1.83653834334832e+003,4.14887005982411e+001,4.20383955843995e+000
1.84077200146893e+003,4.14929753369526e+001,4.21337308514826e+000
1.84501541917945e+003,4.14972713173213e+001,4.22292727942528e+000
1.84926861897805e+003,4.15015893537237e+001,4.23250231185054e+000
1.85353162341478e+003,4.15059287290939e+001,4.24209805889867e+000
1.85780445509167e+003,4.15102899811598e+001,4.25171463781876e+000
1.86208713666284e+003,4.15146730901688e+001,4.26135205847874e+000
1.86637969083464e+003,4.15190781766787e+001,4.27101035756477e+000
1.87068214036577e+003,4.15235055032114e+001,4.28068959922914e+000
1.87499450806739e+003,4.15279549097692e+001,4.29038976526273e+000
1.87931681680324e+003,4.15324269438188e+001,4.30011097514440e+000
1.88364908948977e+003,4.15369214465816e+001,4.30985321048436e+000
1.88799134909627e+003,4.15414386850106e+001,4.31961653586466e+000
1.89234361864495e+003,4.15459783566910e+001,4.32940090375347e+000
1.89670592121112e+003,4.15505413016569e+001,4.33920649129641e+000
1.90107827992327e+003,4.15551267884491e+001,4.34903316562226e+000
1.90546071796322e+003,4.15597355171751e+001,4.35888107619401e+000
1.90985325856621e+003,4.15643679057105e+001,4.36875031722145e+000
1.91425592502106e+003,4.15690235080878e+001,4.37864081095599e+000
1.91866874067026e+003,4.15737023084455e+001,4.38855256433626e+000
1.92309172891013e+003,4.15784051618546e+001,4.39848575839816e+000
1.92752491319091e+003,4.15831314751806e+001,4.40844028436579e+000
1.93196831701689e+003,4.15878818167317e+001,4.41841626579533e+000
1.93642196394658e+003,4.15926564672327e+001,4.42841376881098e+000
1.94088587759275e+003,4.15974549765560e+001,4.43843271166190e+000
1.94536008162263e+003,4.16022777717038e+001,4.44847318921388e+000
1.94984459975802e+003,4.16071249886876e+001,4.45853523749022e+000
1.95433945577536e+003,4.16119969120528e+001,4.46861892257557e+000
1.95884467350596e+003,4.16168932365991e+001,4.47872419005858e+000
1.96336027683602e+003,4.16218146923134e+001,4.48885119654279e+000
1.96788628970681e+003,4.16267608260353e+001,4.49899985652627e+000
1.97242273611482e+003,4.16317325213972e+001,4.50917035836128e+000
1.97696964011183e+003,4.16367291759049e+001,4.51936258486051e+000
1.98152702580507e+003,4.16417515287728e+001,4.52957669474252e+000
1.98609491735734e+003,4.16467992750041e+001,4.53981263105771e+000
1.99067333898715e+003,4.16518722567618e+001,4.55007036629153e+000
1.99526231496885e+003,4.16569715208628e+001,4.56035012318918e+000
1.99986186963271e+003,4.16620966118384e+001,4.57065181211728e+000
2.00447202736513e+003,4.16672479786774e+001,4.58097553142540e+000
2.00909281260870e+003,4.16724253147373e+001,4.59132122111652e+000
2.01372424986236e+003,4.16776292235385e+001,4.60168901159714e+000
2.01836636368153e+003,4.16828598560575e+001,4.61207893842242e+000
2.02301917867824e+003,4.16881170583272e+001,4.62249097234918e+000
2.02768271952125e+003,4.16934009811472e+001,4.63292514784874e+000
2.03235701093619e+003,4.16987120836938e+001,4.64338156466030e+000
2.03704207770568e+003,4.17040502128369e+001,4.65386019236013e+000
2.04173794466950e+003,4.17094156768101e+001,4.66436109815474e+000
2.04644463672464e+003,4.17148089411065e+001,4.67488438294899e+000
2.05116217882553e+003,4.17202293891482e+001,4.68542991565009e+000
2.05589059598411e+003,4.17256776421890e+001,4.69599782965416e+000
2.06062991326997e+003,4.17311538592823e+001,4.70658815928394e+000
2.06538015581049e+003,4.17366582005403e+001,4.71720093876602e+000
2.07014134879101e+003,4.17421908271427e+001,4.72783620222888e+000
2.07491351745487e+003,4.17477515873683e+001,4.73849391544763e+000
2.07969668710366e+003,4.17533412717686e+001,4.74917424852217e+000
2.08449088309725e+003,4.17589594160786e+001,4.75987709843292e+000
2.08929613085400e+003,4.17646064998056e+001,4.77060256713949e+000
2.09411245585086e+003,4.17702826895918e+001,4.78135068823831e+000
2.09893988362349e+003,4.17759881532000e+001,4.79212149521303e+000
2.10377843976644e+003,4.17817227410665e+001,4.80291495117251e+000
2.10862814993325e+003,4.17874869401728e+001,4.81373115894608e+000
2.11348903983661e+003,4.17932815616213e+001,4.82457029354372e+000
2.11836113524846e+003,4.17991051786805e+001,4.83543203359836e+000
2.12324446200018e+003,4.18049589224717e+001,4.84631662378248e+000
2.12813904598267e+003,4.18108432899062e+001,4.85722416881736e+000
2.13304491314654e+003,4.18167578131237e+001,4.86815455770402e+000
2.13796208950219e+003,4.18227029906584e+001,4.87910789455142e+000
2.14289060112002e+003,4.18286790007714e+001,4.89008421169911e+000
2.14783047413050e+003,4.18346860229406e+001,4.90108354134714e+000
2.15278173472433e+003,4.18407239117991e+001,4.91210584180896e+000
2.15774440915263e+003,4.18467928469726e+001,4.92315114392137e+000
2.16271852372698e+003,4.18528943197943e+001,4.93421977620793e+000
2.16770410481966e+003,4.18590262229275e+001,4.94531124975921e+000
2.17270117886370e+003,4.18651903786180e+001,4.95642596760927e+000
2.17770977235312e+003,4.18713866462319e+001,4.96756388658198e+000
2.18272991184296e+003,4.18776152140436e+001,4.97872503780244e+000
2.18776162394951e+003,4.18838759401119e+001,4.98990937594086e+000
2.19280493535041e+003,4.18901690129674e+001,5.00111693067601e+000
2.19785987278478e+003,4.18964952886322e+001,5.01234788557093e+000
2.20292646305342e+003,4.19028546291293e+001,5.02360219477672e+000
2.20800473301886e+003,4.19092465600027e+001,5.03487973298355e+000
2.21309470960560e+003,4.19156722791281e+001,5.04618076249260e+000
2.21819641980018e+003,4.19221313139727e+001,5.05750515723860e+000
2.22330989065136e+003,4.19286238611319e+001,5.06885294577368e+000
2.22843514927026e+003,4.19351507942956e+001,5.08022431507065e+000
2.23357222283049e+003,4.19417116403251e+001,5.09161913619018e+000
2.23872113856830e+003,4.19483066000067e+001,5.10303743707125e+000
2.24388192378272e+003,4.19549362158113e+001,5.11447932591569e+000
2.24905460583574e+003,4.19616006937948e+001,5.12594483140455e+000
2.25423921215239e+003,4.19682998995830e+001,5.13743390074112e+000
2.25943577022093e+003,4.19750343824146e+001,5.14894664265090e+000
2.26464430759302e+003,4.19818040092310e+001,5.16048300309987e+000
2.26986485188378e+003,4.19886093338547e+001,5.17204309115032e+000
2.27509743077203e+003,4.19954505697296e+001,5.18362693437027e+000
2.28034207200037e+003,4.20023275858561e+001,5.19523447682585e+000
2.28559880337539e+003,4.20092409430491e+001,5.20686582807088e+000
2.29086765276773e+003,4.20161905117361e+001,5.21852093087031e+000
2.29614864811232e+003,4.20231765090350e+001,5.23019981059543e+000
2.30144181740846e+003,4.20301998521504e+001,5.24190266217403e+000
2.30674718872002e+003,4.20372597160392e+001,5.25362925696227e+000
2.31206479017555e+003,4.20443570219114e+001,5.26537978977358e+000
2.31739464996843e+003,4.20514919957239e+001,5.27715428616331e+000
2.32273679635706e+003,4.20586645124686e+001,5.28895268483237e+000
2.32809125766496e+003,4.20658747988630e+001,5.30077500952018e+000
2.33345806228096e+003,4.20731237918221e+001,5.31262145854312e+000
2.33883723865931e+003,4.20804106610769e+001,5.32449179403065e+000
2.34422881531987e+003,4.20877363477358e+001,5.33638621413851e+000
2.34963282084826e+003,4.20951010877443e+001,5.34830474270995e+000
2.35504928389596e+003,4.21025044034510e+001,5.36024722496303e+000
2.36047823318053e+003,4.21099472461721e+001,5.37221386071075e+000
2.36591969748571e+003,4.21174298570509e+001,5.38420467286553e+000
2.37137370566161e+003,4.21249521187797e+001,5.39621959354261e+000
2.37684028662483e+003,4.21325142734818e+001,5.40825864368286e+000
2.38231946935864e+003,4.21401169270063e+001,5.42032193525809e+000
2.38781128291313e+003,4.21477599648568e+001,5.43240939804543e+000
2.39331575640534e+003,4.21554439982416e+001,5.44452114422186e+000
2.39883291901944e+003,4.21631685500825e+001,5.45665700924131e+000
2.40436280000688e+003,4.21709345998170e+001,5.46881719728568e+000
2.40990542868654e+003,4.21787424031697e+001,5.48100172853595e+000
2.41546083444489e+003,4.21865918506255e+001,5.49321052870859e+000
2.42102904673613e+003,4.21944835671265e+001,5.50544371042398e+000
2.42661009508236e+003,4.22024170763628e+001,5.51770110268457e+000
2.43220400907376e+003,4.22103933760479e+001,5.52998291235498e+000
2.43781081836870e+003,4.22184127315849e+001,5.54228915770753e+000
2.44343055269392e+003,4.22264746672863e+001,5.55461966373450e+000
2.44906324184469e+003,4.22345794472436e+001,5.56697444505455e+000
2.45470891568498e+003,4.22427288308270e+001,5.57935390541921e+000
2.46036760414758e+003,4.22509216000147e+001,5.59175767282388e+000
2.46603933723429e+003,4.22591587752058e+001,5.60418595728406e+000
2.47172414501608e+003,4.22674398820351e+001,5.61663857686523e+000
2.47742205763323e+003,4.22757663255463e+001,5.62911584193980e+000
2.48313310529552e+003,4.22841368791145e+001,5.64161736954149e+000
2.48885731828234e+003,4.22925533334325e+001,5.65414357088437e+000
2.49459472694290e+003,4.23010152181781e+001,5.66669425974583e+000
2.50034536169638e+003,4.23095228190016e+001,5.67926944807543e+000
2.50610925303206e+003,4.23180768051751e+001,5.69186924913552e+000
2.51188643150953e+003,4.23266763225103e+001,5.70449336844871e+000
2.51767692775880e+003,4.23353231908337e+001,5.71714222469560e+000
2.52348077248052e+003,4.23440165577319e+001,5.72981552085400e+000
2.52929799644609e+003,4.23527578725738e+001,5.74251357629675e+000
2.53512863049785e+003,4.23615455100540e+001,5.75523588118943e+000
2.54097270554925e+003,4.23703820849521e+001,5.76798306840903e+000
2.54683025258499e+003,4.23792671337627e+001,5.78075493958473e+000
2.55270130266119e+003,4.23881990216339e+001,5.79355097390988e+000
2.55858588690559e+003,4.23971803843469e+001,5.80637181032440e+000
2.56448403651766e+003,4.24062115385785e+001,5.81921745799275e+000
2.57039578276881e+003,4.24152912371650e+001,5.83208749553784e+000
2.57632115700252e+003,4.24244209680695e+001,5.84498224867433e+000
2.58226019063454e+003,4.24336006591772e+001,5.85790161464231e+000
2.58821291515303e+003,4.24428302371433e+001,5.87084548791497e+000
2.59417936211876e+003,4.24521104180878e+001,5.88381397945352e+000
2.60015956316521e+003,4.24614427170724e+001,5.89680742211294e+000
2.60615354999884e+003,4.24708254852106e+001,5.90982526875473e+000
2.61216135439915e+003,4.24802594464203e+001,5.92286762834403e+000
2.61818300821893e+003,4.24897461293708e+001,5.93593483503108e+000
2.62421854338438e+003,4.24992846762357e+001,5.94902655453562e+000
2.63026799189532e+003,4.25088758246878e+001,5.96214289703119e+000
2.63633138582532e+003,4.25185199169430e+001,5.97528386068534e+000
2.64240875732189e+003,4.25282172979857e+001,5.98844944293720e+000
