time	V(n004)	V(n007)
5.025909952619410e-004	2.567047e+000	5.000000e+000
5.026375984959706e-004	2.535414e+000	5.000000e+000
5.026906384921939e-004	2.499066e+000	5.000000e+000
5.027656679372702e-004	2.447194e+000	5.000000e+000
5.029043269007591e-004	2.350181e+000	5.000000e+000
5.029806293706561e-004	2.296352e+000	5.000000e+000
5.030579378325497e-004	2.241570e+000	5.000000e+000
5.031584452074815e-004	2.170110e+000	5.000000e+000
5.032879071866568e-004	2.077866e+000	5.000000e+000
5.034274309261522e-004	1.978390e+000	5.000000e+000
5.035873652507786e-004	1.864535e+000	5.000000e+000
5.038138122260282e-004	1.704028e+000	5.000000e+000
5.040802540356799e-004	1.516610e+000	5.000000e+000
5.043519377418771e-004	1.328418e+000	5.000000e+000
5.048953051542713e-004	9.622988e-001	5.000000e+000
5.056058799273127e-004	5.040697e-001	5.000000e+000
5.063172786253312e-004	7.909025e-002	5.000000e+000
5.073830888721258e-004	-4.856957e-001	5.000000e+000
5.085761282958097e-004	-1.002278e+000	5.000000e+000
5.102442680763786e-004	-1.531078e+000	5.000000e+000
5.115283939629735e-004	-1.781319e+000	5.000000e+000
5.127393849022776e-004	-1.872429e+000	5.000000e+000
5.139644032320632e-004	-1.832281e+000	5.000000e+000
5.156137737324821e-004	-1.610404e+000	5.000000e+000
5.175615626454871e-004	-1.183390e+000	5.000000e+000
5.192562443332021e-004	-7.115161e-001	5.000000e+000
5.206174786046469e-004	-2.938611e-001	5.000000e+000
5.220209305329039e-004	1.372286e-001	5.000000e+000
5.234315736343300e-004	5.407151e-001	5.000000e+000
5.249435804899033e-004	9.122940e-001	5.000000e+000
5.266522377224911e-004	1.234386e+000	5.000000e+000
5.284105200162729e-004	1.444533e+000	5.000000e+000
5.300545274662855e-004	1.523026e+000	5.000000e+000
5.314357748598199e-004	1.497306e+000	5.000000e+000
5.327062103515928e-004	1.401421e+000	5.000000e+000
5.339766463662358e-004	1.244412e+000	5.000000e+000
5.354830381393083e-004	9.943486e-001	5.000000e+000
5.376260632052239e-004	5.707136e-001	5.000000e+000
5.392984915339856e-004	2.116734e-001	5.000000e+000
5.409080519499159e-004	-1.354198e-001	5.000000e+000
5.425283897974708e-004	-4.597326e-001	5.000000e+000
5.441999357387617e-004	-7.465854e-001	5.000000e+000
5.459381531425855e-004	-9.752475e-001	5.000000e+000
5.477892878482084e-004	-1.129043e+000	5.000000e+000
5.496197342136120e-004	-1.183897e+000	5.000000e+000
5.514724638647611e-004	-1.142007e+000	5.000000e+000
5.532289009786471e-004	-1.015569e+000	5.000000e+000
5.554081317217747e-004	-7.666149e-001	5.000000e+000
5.577192623167033e-004	-4.345557e-001	5.000000e+000
5.594793078217634e-004	-1.542756e-001	5.000000e+000
5.611953435864387e-004	1.210795e-001	5.000000e+000
5.629220574571448e-004	3.788781e-001	5.000000e+000
5.646824446122080e-004	6.049488e-001	5.000000e+000
5.664871031578459e-004	7.827104e-001	5.000000e+000
5.685025556262602e-004	9.075590e-001	5.000000e+000
5.704780393753555e-004	9.520944e-001	5.000000e+000
5.722739724359264e-004	9.224608e-001	5.000000e+000
5.740829076941483e-004	8.284365e-001	5.000000e+000
5.760868254919350e-004	6.626691e-001	5.000000e+000
5.787667324831946e-004	3.816357e-001	5.000000e+000
5.806325871272381e-004	1.646369e-001	5.000000e+000
5.823705455298889e-004	-3.944496e-002	5.000000e+000
5.841263139511567e-004	-2.304764e-001	5.000000e+000
5.859178151206266e-004	-3.973669e-001	5.000000e+000
5.877303718022058e-004	-5.259800e-001	5.000000e+000
5.897758117483568e-004	-6.138064e-001	5.000000e+000
5.920601918689047e-004	-6.433371e-001	5.000000e+000
5.939060392868790e-004	-6.125849e-001	5.000000e+000
5.957705043599918e-004	-5.315773e-001	5.000000e+000
5.979249774825434e-004	-3.928467e-001	5.000000e+000
6.001384049404537e-004	-2.184192e-001	5.000000e+000
6.019377440429379e-004	-6.392865e-002	5.000000e+000
6.038323297502385e-004	9.807296e-002	5.000000e+000
6.056104222019898e-004	2.378144e-001	5.000000e+000
6.074346802069364e-004	3.591864e-001	5.000000e+000
6.092443223041055e-004	4.477974e-001	5.000000e+000
6.116238031134777e-004	5.147137e-001	5.000000e+000
6.136239055535420e-004	5.272004e-001	5.000000e+000
6.154064352733300e-004	5.004361e-001	5.000000e+000
6.172101753911528e-004	4.403585e-001	5.000000e+000
6.194232351102782e-004	3.336340e-001	5.000000e+000
6.218203528767745e-004	1.938013e-001	5.000000e+000
6.236427079911512e-004	7.907846e-002	5.000000e+000
6.254087238294797e-004	-3.053285e-002	5.000000e+000
6.271879278576804e-004	-1.310715e-001	5.000000e+000
6.289927085207730e-004	-2.165082e-001	5.000000e+000
6.308182344697234e-004	-2.783904e-001	5.000000e+000
6.333523072762492e-004	-3.251725e-001	5.000000e+000
6.352223050120563e-004	-3.297161e-001	5.000000e+000
6.369850391420936e-004	-3.069122e-001	5.000000e+000
6.387619897127872e-004	-2.608852e-001	5.000000e+000
6.411561099709292e-004	-1.740852e-001	5.000000e+000
6.431565891335035e-004	-8.783235e-002	5.000000e+000
6.449235586027254e-004	-6.037395e-003	5.000000e+000
6.467290293626330e-004	7.574614e-002	5.000000e+000
6.487176552446869e-004	1.574010e-001	5.000000e+000
6.505189329199082e-004	2.186533e-001	5.000000e+000
6.523750550213932e-004	2.638660e-001	5.000000e+000
6.545375164050845e-004	2.932653e-001	5.000000e+000
6.563313312427142e-004	2.976120e-001	5.000000e+000
6.580974903564232e-004	2.829811e-001	5.000000e+000
6.598862589181743e-004	2.512690e-001	5.000000e+000
6.620934435446509e-004	1.942269e-001	5.000000e+000
6.648447477952222e-004	1.081117e-001	5.000000e+000
6.667261450435351e-004	4.493500e-002	5.000000e+000
6.684809278825129e-004	-1.263002e-002	5.000000e+000
6.702479928461917e-004	-6.447840e-002	5.000000e+000
6.721701775905215e-004	-1.106440e-001	5.000000e+000
6.739931607362407e-004	-1.406569e-001	5.000000e+000
6.765270169090489e-004	-1.607817e-001	5.000000e+000
6.784132113313313e-004	-1.593067e-001	5.000000e+000
6.803375300343620e-004	-1.419948e-001	5.000000e+000
6.821388862905248e-004	-1.137710e-001	5.000000e+000
6.844819539068978e-004	-6.518017e-002	5.000000e+000
6.863473022247897e-004	-2.085064e-002	5.000000e+000
6.881200510817565e-004	2.322173e-002	5.000000e+000
6.899081634122637e-004	6.600104e-002	5.000000e+000
6.917142888772912e-004	1.046056e-001	5.000000e+000
6.935355897247997e-004	1.362891e-001	5.000000e+000
6.954533382379847e-004	1.599959e-001	5.000000e+000
6.973017608265620e-004	1.723676e-001	5.000000e+000
6.991219372865259e-004	1.739291e-001	5.000000e+000
7.009157916479681e-004	1.655613e-001	5.000000e+000
7.027317576252894e-004	1.478996e-001	5.000000e+000
7.049264976686533e-004	1.174733e-001	5.000000e+000
7.069800036754224e-004	8.320630e-002	5.000000e+000
7.088662247717427e-004	4.919729e-002	5.000000e+000
7.107925510920279e-004	1.490914e-002	5.000000e+000
7.126004386311084e-004	-1.441178e-002	5.000000e+000
7.144486286334953e-004	-3.947888e-002	5.000000e+000
7.162615536945645e-004	-5.776454e-002	5.000000e+000
7.181106603610587e-004	-6.905026e-002	5.000000e+000
7.198813342466926e-004	-7.247532e-002	5.000000e+000
7.216582409822463e-004	-6.865469e-002	5.000000e+000
7.234623520445844e-004	-5.784335e-002	5.000000e+000
7.256398525154271e-004	-3.772970e-002	5.000000e+000
7.275334516207687e-004	-1.575391e-002	5.000000e+000
7.293177793356413e-004	7.428515e-003	5.000000e+000
7.311411589156183e-004	3.161460e-002	5.000000e+000
7.329895167412841e-004	5.476978e-002	5.000000e+000
7.349858858946531e-004	7.622975e-002	5.000000e+000
7.372978775990811e-004	9.513895e-002	5.000000e+000
7.392305410268662e-004	1.049387e-001	5.000000e+000
7.410667090040855e-004	1.081947e-001	5.000000e+000
7.428861434184146e-004	1.058182e-001	5.000000e+000
7.446909515290140e-004	9.843452e-002	5.000000e+000
7.465157825746887e-004	8.660433e-002	5.000000e+000
7.485629961344638e-004	6.961065e-002	5.000000e+000
7.506247985971991e-004	5.028274e-002	5.000000e+000
7.528938766959438e-004	2.845901e-002	5.000000e+000
7.547442333065596e-004	1.181698e-002	5.000000e+000
7.566970857120426e-004	-3.220768e-003	5.000000e+000
7.585036265413124e-004	-1.391787e-002	5.000000e+000
7.603429036717595e-004	-2.092245e-002	5.000000e+000
7.621830468549791e-004	-2.382092e-002	5.000000e+000
7.639643526287033e-004	-2.265468e-002	5.000000e+000
7.657777758537260e-004	-1.761146e-002	5.000000e+000
7.678911308047622e-004	-7.885678e-003	5.000000e+000
7.698198028905686e-004	3.669442e-003	5.000000e+000
7.717848388851335e-004	1.712904e-002	5.000000e+000
7.737461953288502e-004	3.096387e-002	5.000000e+000
7.759589611211608e-004	4.546029e-002	5.000000e+000
7.786284801770523e-004	5.952458e-002	5.000000e+000
7.815581676770523e-004	6.949695e-002	5.000000e+000
7.839044227587191e-004	7.259814e-002	5.000000e+000
7.856907583585936e-004	7.146483e-002	5.000000e+000
7.874622959004961e-004	6.753578e-002	5.000000e+000
7.892411914020915e-004	6.128445e-002	5.000000e+000
7.916699063390228e-004	5.031056e-002	5.000000e+000
7.945425986036905e-004	3.588459e-002	5.000000e+000
7.971182344897816e-004	2.316852e-002	5.000000e+000
7.992067293145333e-004	1.415865e-002	5.000000e+000
8.010247538415008e-004	8.133411e-003	5.000000e+000
8.030626596429732e-004	3.766025e-003	5.000000e+000
8.049643089447458e-004	2.042854e-003	5.000000e+000
8.067527783621756e-004	2.637771e-003	5.000000e+000
8.085619024650897e-004	5.345127e-003	5.000000e+000
8.107794941298299e-004	1.090841e-002	5.000000e+000
8.130514494690784e-004	1.836915e-002	5.000000e+000
8.158292608740839e-004	2.858350e-002	5.000000e+000
8.187516793997427e-004	3.888933e-002	5.000000e+000
8.216813668997427e-004	4.716904e-002	5.000000e+000
8.246110543997427e-004	5.229246e-002	5.000000e+000
8.270663388466692e-004	5.373271e-002	5.000000e+000
8.288644513661017e-004	5.288498e-002	5.000000e+000
8.306273250753670e-004	5.056233e-002	5.000000e+000
8.324010287877402e-004	4.705487e-002	5.000000e+000
8.346429725635640e-004	4.150582e-002	5.000000e+000
8.374644198751970e-004	3.387713e-002	5.000000e+000
8.403941073751970e-004	2.636028e-002	5.000000e+000
8.433237948751970e-004	2.030308e-002	5.000000e+000
8.457682470136544e-004	1.698477e-002	5.000000e+000
8.476243041757017e-004	1.590074e-002	5.000000e+000
8.495448608435476e-004	1.614338e-002	5.000000e+000
8.513675952088563e-004	1.758393e-002	5.000000e+000
8.540219099953444e-004	2.126860e-002	5.000000e+000
8.568589209583065e-004	2.640244e-002	5.000000e+000
8.597886084583065e-004	3.218068e-002	5.000000e+000
8.627182959583065e-004	3.744214e-002	5.000000e+000
8.656479834583065e-004	4.131920e-002	5.000000e+000
8.685776709583065e-004	4.333233e-002	5.000000e+000
8.710432148971021e-004	4.344730e-002	5.000000e+000
8.728514134784005e-004	4.253285e-002	5.000000e+000
8.746200152972972e-004	4.089915e-002	5.000000e+000
8.763959865834906e-004	3.872950e-002	5.000000e+000
8.784415379801679e-004	3.582961e-002	5.000000e+000
8.812520804032717e-004	3.171360e-002	5.000000e+000
8.841817679032717e-004	2.785707e-002	5.000000e+000
8.871114554032717e-004	2.490026e-002	5.000000e+000
8.891598133413689e-004	2.367027e-002	5.000000e+000
8.912688503282432e-004	2.329673e-002	5.000000e+000
8.932701821197994e-004	2.375892e-002	5.000000e+000
8.960221824193841e-004	2.544542e-002	5.000000e+000
8.989425075274729e-004	2.808219e-002	5.000000e+000
9.018721950274729e-004	3.116598e-002	5.000000e+000
9.048018825274729e-004	3.413332e-002	5.000000e+000
9.077315700274729e-004	3.647701e-002	5.000000e+000
9.106612575274729e-004	3.783865e-002	5.000000e+000
9.135909450274729e-004	3.809560e-002	5.000000e+000
9.161134440041210e-004	3.745292e-002	5.000000e+000
9.181538545487706e-004	3.639508e-002	5.000000e+000
9.199563840936091e-004	3.514890e-002	5.000000e+000
9.218918044868960e-004	3.363057e-002	5.000000e+000
9.237615664639935e-004	3.212304e-002	5.000000e+000
9.260503030989242e-004	3.039085e-002	5.000000e+000
9.283721812877288e-004	2.892169e-002	5.000000e+000
9.307400630557249e-004	2.786360e-002	5.000000e+000
9.330073628100194e-004	2.738451e-002	5.000000e+000
9.357790757979801e-004	2.751042e-002	5.000000e+000
9.387008309374418e-004	2.834246e-002	5.000000e+000
9.416305184374418e-004	2.972250e-002	5.000000e+000
9.445602059374418e-004	3.137452e-002	5.000000e+000
9.474898934374418e-004	3.298922e-002	5.000000e+000
9.504195809374418e-004	3.428819e-002	5.000000e+000
9.533492684374418e-004	3.507041e-002	5.000000e+000
9.562789559374418e-004	3.524105e-002	5.000000e+000
9.592086434374418e-004	3.481943e-002	5.000000e+000
9.621383309374418e-004	3.392658e-002	5.000000e+000
9.650680184374418e-004	3.275591e-002	5.000000e+000
9.679977059374418e-004	3.153373e-002	5.000000e+000
9.709273934374418e-004	3.047716e-002	5.000000e+000
9.738570809374418e-004	2.975703e-002	5.000000e+000
9.767867684374418e-004	2.947184e-002	5.000000e+000
9.797164559374417e-004	2.963638e-002	5.000000e+000
9.826461434374416e-004	3.018587e-002	5.000000e+000
9.855758309374415e-004	3.099368e-002	5.000000e+000
9.885055184374414e-004	3.189828e-002	5.000000e+000
9.914352059374413e-004	3.273427e-002	5.000000e+000
9.943648934374412e-004	3.336147e-002	5.000000e+000
9.972945809374411e-004	3.377179e-002	5.000000e+000
9.973945809374411e-004	3.377979e-002	5.000000e+000
9.979945809374415e-004	3.379897e-002	5.000000e+000
9.988945809374420e-004	3.380717e-002	5.000000e+000
1.000100054589471e-003	3.376185e-002	4.994541e+000
1.000100163768413e-003	3.376184e-002	4.983623e+000
1.000100382126297e-003	3.376183e-002	4.961787e+000
1.000100665084585e-003	3.376181e-002	4.933492e+000
1.000101231001162e-003	3.376178e-002	4.876900e+000
1.000102362834315e-003	3.376171e-002	4.763717e+000
1.000103916545834e-003	3.376161e-002	4.608346e+000
1.000105917883477e-003	3.376148e-002	4.408212e+000
1.000108117376226e-003	3.376133e-002	4.188262e+000
1.000110435522953e-003	3.376114e-002	3.956448e+000
1.000113025088520e-003	3.376086e-002	3.697491e+000
1.000117339036381e-003	3.375990e-002	3.266096e+000
1.000125966932101e-003	3.375504e-002	2.403307e+000
1.000137236109042e-003	3.373924e-002	1.276389e+000
1.000148363656648e-003	3.370304e-002	1.636343e-001
1.000160521145877e-003	3.361506e-002	-1.052115e+000
1.000176271103730e-003	3.343286e-002	-2.627110e+000
1.000177015135893e-003	3.342104e-002	-2.701514e+000
1.000178503200217e-003	3.339220e-002	-2.850320e+000
1.000181479328866e-003	3.332711e-002	-3.147933e+000
1.000188095485404e-003	3.316351e-002	-3.809549e+000
1.000192078880839e-003	3.303865e-002	-4.207888e+000
1.000193210469290e-003	3.300115e-002	-4.321047e+000
1.000194342057742e-003	3.296181e-002	-4.434206e+000
1.000195473646194e-003	3.292063e-002	-4.547364e+000
1.000196605234645e-003	3.287759e-002	-4.660523e+000
1.000197736823097e-003	3.283270e-002	-4.773682e+000
1.000198868411548e-003	3.278597e-002	-4.886841e+000
1.000200000000000e-003	3.273739e-002	-5.000000e+000
1.000204498608430e-003	3.252603e-002	-5.000000e+000
1.000208997216859e-003	3.226226e-002	-5.000000e+000
1.000213495825288e-003	3.194608e-002	-5.000000e+000
1.000217994433718e-003	3.157750e-002	-5.000000e+000
1.000222493042147e-003	3.115650e-002	-5.000000e+000
1.000226991650577e-003	3.068309e-002	-5.000000e+000
1.000231490259006e-003	3.015727e-002	-5.000000e+000
1.000256095551430e-003	2.604869e-002	-5.000000e+000
1.000288652082643e-003	1.708749e-002	-5.000000e+000
1.000322175890839e-003	2.508951e-003	-5.000000e+000
1.000356879655397e-003	-1.965563e-002	-5.000000e+000
1.000390406472774e-003	-4.963000e-002	-5.000000e+000
1.000436044165990e-003	-1.061107e-001	-5.000000e+000
1.000509009795898e-003	-2.270830e-001	-5.000000e+000
1.000589359979317e-003	-4.015441e-001	-5.000000e+000
1.000709733091264e-003	-7.262331e-001	-5.000000e+000
1.000830896607650e-003	-1.101501e+000	-5.000000e+000
1.000885991334777e-003	-1.287226e+000	-5.000000e+000
1.000919700735512e-003	-1.405864e+000	-5.000000e+000
1.000939892849581e-003	-1.478213e+000	-5.000000e+000
1.000960866578100e-003	-1.554207e+000	-5.000000e+000
1.000983071349589e-003	-1.635270e+000	-5.000000e+000
1.000995924386594e-003	-1.682459e+000	-5.000000e+000
1.001007575027330e-003	-1.725400e+000	-5.000000e+000
1.001019197872303e-003	-1.768332e+000	-5.000000e+000
1.001032787398864e-003	-1.818563e+000	-5.000000e+000
1.001053956554823e-003	-1.896540e+000	-5.000000e+000
1.001088179641265e-003	-2.021368e+000	-5.000000e+000
1.001113691364418e-003	-2.112640e+000	-5.000000e+000
1.001136147140613e-003	-2.190698e+000	-5.000000e+000
1.001155913665067e-003	-2.257108e+000	-5.000000e+000
1.001172775412411e-003	-2.311685e+000	-5.000000e+000
1.001187211349716e-003	-2.356577e+000	-5.000000e+000
1.001202281515413e-003	-2.401487e+000	-5.000000e+000
1.001217373784258e-003	-2.444268e+000	-5.000000e+000
1.001237112901788e-003	-2.496603e+000	-5.000000e+000
1.001265100287944e-003	-2.565048e+000	-5.000000e+000
1.001288533145933e-003	-2.617319e+000	-5.000000e+000
1.001308560059939e-003	-2.657870e+000	-5.000000e+000
1.001327697203814e-003	-2.693318e+000	-5.000000e+000
1.001346034722554e-003	-2.724611e+000	-5.000000e+000
1.001362411190495e-003	-2.750507e+000	-5.000000e+000
1.001377447635139e-003	-2.772656e+000	-5.000000e+000
1.001392577198837e-003	-2.793497e+000	-5.000000e+000
1.001408577835666e-003	-2.813972e+000	-5.000000e+000
1.001432880033030e-003	-2.842356e+000	-5.000000e+000
1.001466308828138e-003	-2.877808e+000	-5.000000e+000
1.001484503573387e-003	-2.895201e+000	-5.000000e+000
1.001504304313648e-003	-2.912259e+000	-5.000000e+000
1.001523562561170e-003	-2.927410e+000	-5.000000e+000
1.001540910996910e-003	-2.939839e+000	-5.000000e+000
1.001555822632323e-003	-2.949529e+000	-5.000000e+000
1.001572742344716e-003	-2.959469e+000	-5.000000e+000
1.001588413325458e-003	-2.967639e+000	-5.000000e+000
1.001611187501981e-003	-2.977742e+000	-5.000000e+000
1.001640973308491e-003	-2.988633e+000	-5.000000e+000
1.001661406130191e-003	-2.994525e+000	-5.000000e+000
1.001681013463696e-003	-2.998811e+000	-5.000000e+000
1.001700116641645e-003	-3.001922e+000	-5.000000e+000
1.001718066249725e-003	-3.003976e+000	-5.000000e+000
1.001733433226259e-003	-3.005084e+000	-5.000000e+000
1.001748762569307e-003	-3.005622e+000	-5.000000e+000
1.001764129410243e-003	-3.005626e+000	-5.000000e+000
1.001782919364360e-003	-3.004924e+000	-5.000000e+000
1.001809676753974e-003	-3.002805e+000	-5.000000e+000
1.001840477078640e-003	-2.999092e+000	-5.000000e+000
1.001861430534960e-003	-2.995757e+000	-5.000000e+000
1.001879604554684e-003	-2.992264e+000	-5.000000e+000
1.001897261106721e-003	-2.988408e+000	-5.000000e+000
1.001913108996907e-003	-2.984576e+000	-5.000000e+000
1.001928411604583e-003	-2.980543e+000	-5.000000e+000
1.001944170464049e-003	-2.976055e+000	-5.000000e+000
1.001961770031258e-003	-2.970628e+000	-5.000000e+000
1.001987955775275e-003	-2.961786e+000	-5.000000e+000
1.002026450949715e-003	-2.947631e+000	-5.000000e+000
1.002050574370987e-003	-2.938076e+000	-5.000000e+000
1.002069038969204e-003	-2.930315e+000	-5.000000e+000
1.002086378437422e-003	-2.922721e+000	-5.000000e+000
1.002105180780245e-003	-2.914193e+000	-5.000000e+000
1.002125511693069e-003	-2.904664e+000	-5.000000e+000
1.002147691817792e-003	-2.893923e+000	-5.000000e+000
1.002173605720681e-003	-2.880928e+000	-5.000000e+000
1.002210401907627e-003	-2.861874e+000	-5.000000e+000
1.002233597789435e-003	-2.849513e+000	-5.000000e+000
1.002254601165410e-003	-2.838029e+000	-5.000000e+000
1.002278201572731e-003	-2.824853e+000	-5.000000e+000
1.002304246977467e-003	-2.810014e+000	-5.000000e+000
1.002331751972021e-003	-2.794015e+000	-5.000000e+000
1.002364112932080e-003	-2.774760e+000	-5.000000e+000
1.002410271063546e-003	-2.746708e+000	-5.000000e+000
1.002441456217191e-003	-2.727391e+000	-5.000000e+000
1.002470817634771e-003	-2.708886e+000	-5.000000e+000
1.002506607434471e-003	-2.686016e+000	-5.000000e+000
1.002542232264291e-003	-2.662935e+000	-5.000000e+000
1.002592792871285e-003	-2.629765e+000	-5.000000e+000
1.002625815421429e-003	-2.607859e+000	-5.000000e+000
1.002661592312867e-003	-2.583874e+000	-5.000000e+000
1.002709969385192e-003	-2.551144e+000	-5.000000e+000
1.002757721438920e-003	-2.518524e+000	-5.000000e+000
1.002829333684871e-003	-2.469154e+000	-5.000000e+000
1.002886448055993e-003	-2.429459e+000	-5.000000e+000
1.002953727412865e-003	-2.382364e+000	-5.000000e+000
1.003022346476351e-003	-2.334070e+000	-5.000000e+000
1.003087523417153e-003	-2.287982e+000	-5.000000e+000
1.003177774248895e-003	-2.223918e+000	-5.000000e+000
1.003271159142419e-003	-2.157441e+000	-5.000000e+000
1.003369041633577e-003	-2.087632e+000	-5.000000e+000
1.003486281059648e-003	-2.003966e+000	-5.000000e+000
1.003617595028615e-003	-1.910325e+000	-5.000000e+000
1.003772286284195e-003	-1.800283e+000	-5.000000e+000
